fid,2021-01_lst,2021-02_lst,2021-03_lst,2021-04_lst,2021-05_lst,2021-06_lst,2021-07_lst,2021-08_lst,2021-09_lst,2021-10_lst,2021-11_lst,2021-12_lst,2022-01_lst,2022-02_lst,2022-03_lst,2022-04_lst,2022-05_lst,2022-06_lst,2022-07_lst,2022-08_lst,2022-09_lst,2022-10_lst,2022-11_lst,2022-12_lst,2023-01_lst,2023-02_lst,2023-03_lst,2023-04_lst,2023-05_lst,2023-06_lst,2023-07_lst,2023-08_lst,2023-09_lst,2023-10_lst,2023-11_lst,2023-12_lst,2024-01_lst,2024-02_lst,2024-03_lst,2024-04_lst,2024-05_lst,2024-06_lst,2024-07_lst,2024-08_lst,2024-09_lst,2024-10_lst,2024-11_lst,2024-12_lst
471,39.62246394,39.91051405,44.36868103,46.26307412,42.1672514,40.26131783,32.96445749,34.36379356,32.943295,32.20692008,35.43893343,37.9408629,39.96599133,40.25375958,43.54079528,46.97503116,45.99171076,38.96506393,28.26065012,25.77,31.17870488,30.67772386,34.20216912,36.19193309,37.73114227,42.05749935,44.10411652,47.38855233,44.28718161,43.42679937,32.54831724,24.78858293,29.96059441,32.87172289,36.19965903,37.37913897,36.60286713,40.04770976,42.83241344,45.40447087,43.93890346,38.36268482,,34.36969368,27.68212494,31.86120915,33.70183665,33.519448
472,37.80679721,38.42502127,42.26406491,44.15126978,41.02042228,39.34792178,30.74893973,31.87061503,31.90042729,30.997167,34.02136395,36.74560248,37.31127737,38.84040299,42.43347419,45.37816043,43.31511961,38.18577992,27.6700907,26.84123409,30.28007196,29.38001823,31.31083495,33.10813483,35.2892014,40.88646573,42.46862367,45.27017187,43.10227631,41.55550425,32.47528079,21.33527724,29.23296358,31.23950244,33.17967595,35.1197946,34.33157976,38.88757505,41.24150426,43.52458824,41.79652452,39.34999392,27.69943213,28.37861323,27.40040012,30.19666877,31.35541036,32.21182438
473,34.48896449,35.33543157,38.72335148,42.38562856,39.25376102,37.08369103,28.86908113,31.65612494,31.43626361,30.97521255,31.11330223,32.03455417,33.85857828,35.03812856,38.62566615,42.24200233,39.42536807,32.45210213,30.08290213,27.39929118,28.50010886,28.34226153,30.29538362,31.45021643,32.82957102,36.65098756,38.68786418,42.81127009,40.59146319,39.36154614,36.16899948,27.41468637,29.33495334,28.88586833,31.1347719,32.52826205,31.26872602,35.40825298,37.34179238,39.11831389,36.23865863,34.03642302,,28.26023847,28.64167703,31.26346553,30.15159409,29.20522421
474,38.49353787,37.44701034,40.02041318,41.81391423,38.70441347,39.78906722,38.31081763,35.76021885,32.98215579,34.36485778,37.79379608,37.89257419,38.03128715,37.8778022,39.08225385,43.32078291,41.68761828,37.14357126,37.78788642,26.37673148,31.61787852,31.79572601,34.11469212,36.68818686,36.05909472,37.73442223,41.1823368,42.61157193,41.21256793,40.9506951,38.98890812,30.19786316,31.0647443,31.62098676,35.0242171,36.51782204,34.00324068,36.98034708,40.52504862,39.93826593,38.39552485,36.88755898,28.77005314,28.02958886,28.53174925,31.54424299,33.38360879,32.67476665
475,40.10700881,37.57233481,42.91778719,43.79559347,39.61562568,43.08165902,40.09236487,36.01399234,35.57710365,37.51512071,40.72584017,39.88376418,39.63713665,40.01111993,41.40603042,45.40743555,43.46497738,38.93699321,41.77439498,33.24904997,33.48600954,35.51993771,37.61067108,38.81564689,37.64643167,39.4130674,43.65337067,45.00330019,43.51097649,42.5792884,38.73827753,32.11236669,31.62729323,35.02908917,37.2784356,37.76420304,35.55942769,38.03120007,41.57246681,41.53277883,40.61690656,39.05617958,30.72837964,29.73548173,29.15783324,33.98723183,35.9275956,34.65131725
476,40.13836696,38.19579541,42.2854788,43.63144631,40.05203234,42.16371605,36.47600744,33.05936062,35.78560155,38.18590035,41.41726003,39.53373877,38.94804768,38.51052166,39.5601113,44.32065052,42.93943025,37.61206842,37.29277984,34.85449891,33.35920218,35.44196492,36.7045642,38.27848958,37.36228293,39.21512339,43.03059799,44.68434096,43.40107017,42.61719236,41.30411322,31.47259776,31.96217913,35.31069453,37.8056032,38.3885051,35.22514819,38.32137215,41.78066362,41.20393581,40.25412407,38.64603747,29.10752698,28.06508726,29.54991962,33.4818283,35.41440316,33.90010532
477,39.50428061,38.61688412,42.29213881,43.6567188,39.70707775,43.15556747,31.93,28.63224761,35.95206881,37.92474382,41.15905868,38.12377718,38.17699434,38.08037534,39.24222073,44.07026065,42.70851504,38.02833333,,,32.98138368,34.91344653,36.58386357,38.32629878,37.1840989,39.13094578,43.09272565,44.33096515,43.00265564,42.55469318,42.92034323,30.95242032,33.04303843,35.76692285,37.86889783,38.28657879,34.65936848,37.59854781,41.6152115,41.11787757,40.42698987,38.7235076,24.79,,29.67513536,33.77256181,35.5741123,34.38720286
478,33.41159292,33.47465138,36.87481057,41.17201735,38.3349082,37.80508702,26.96134381,30.38420398,30.13761157,29.62074398,30.08613005,31.38201266,31.87002385,33.97295224,38.72848087,41.21628835,39.56874723,32.33165939,28.85724552,26.43880848,28.6760573,27.23939119,28.56200423,29.98312708,31.23215872,35.10627842,37.15404519,43.81786458,38.38451995,37.23707694,31.71383067,25.66203174,28.25751203,29.66662556,29.46028807,31.08891293,30.52198069,34.78781107,37.00471157,38.26182867,38.70484372,32.6706151,23.68006163,26.34529059,28.68754385,29.91366943,28.71226002,28.75421423
479,33.24334103,33.65293947,36.6224813,39.81347752,39.08754859,35.83588464,29.33263866,30.35330291,30.66931759,30.31485537,30.49251404,31.04075709,31.90396922,33.89046181,37.140542,40.21782078,38.1825822,32.28541476,28.89018769,26.86288017,28.45809913,27.35652612,28.32968306,30.08917475,30.31875832,34.76019817,36.28799174,43.29226352,38.29893546,36.7958217,33.26519935,26.54513451,28.91833352,29.15659697,29.31801847,31.01997264,30.52128817,33.50270461,36.21989609,37.05726217,36.45554524,32.24518392,23.90964928,27.59073008,28.22408974,30.10555172,29.08506018,28.58124357
480,32.83262307,33.69990498,37.64210002,42.07294375,39.27547936,37.45116059,28.27195032,30.40505176,30.04450566,29.44291862,29.49404834,31.18078491,31.97145964,34.23727517,40.08267008,42.32996697,40.29357231,34.38001365,28.42571134,25.43718258,28.81602438,28.44983949,28.35925903,29.85723531,31.88341163,35.33960709,38.98366001,44.24751281,39.06779073,38.16727101,31.94281112,24.60118464,27.81049684,29.71903428,29.62545432,32.02885988,31.49141746,37.40241712,39.25624314,39.87929414,40.94771401,33.45146147,23.5913372,26.82850084,26.8396974,29.32437053,28.54242153,29.04544292
481,32.84764822,33.01907358,35.4970604,38.84864543,36.11866239,36.26813003,28.23738383,30.20965406,30.16912251,29.91210305,29.87643278,30.82436594,31.81541502,33.17146254,36.49880103,39.09853093,37.4283538,31.59925723,28.79083753,25.1696155,27.44322471,27.2616095,28.67199034,29.8284422,29.61113976,34.27171209,35.53902073,41.90255925,37.69753193,36.0465538,33.80715434,24.92562346,32.07392328,28.93167849,29.50446396,30.41392083,29.62831433,33.00394236,35.10951167,36.66927175,36.72549787,31.93849733,24.88623583,26.00016555,27.94463685,30.00555969,28.71075044,28.28022247
482,33.80519097,33.5932722,36.44634132,40.05207639,37.31738709,37.71971507,28.46081388,31.52778721,30.87618521,30.97815702,30.87112004,31.93159594,32.4109321,34.6044559,38.24173841,40.75153077,38.07902395,32.75430737,29.5864171,26.8797863,28.99366778,27.9930388,28.7715535,30.4046211,30.69457108,35.45488633,36.56969536,43.44218248,38.51056987,37.31058957,32.28532737,25.27208245,30.07877387,30.21338587,29.61744316,31.12500303,30.21699909,33.36404668,36.0823401,37.43623371,37.03418763,32.6945241,23.31983701,25.81407917,29.64137163,30.38597454,29.3214368,28.70486663
483,35.61483165,32.42520608,35.29040588,37.10870805,33.68219459,36.90483908,35.36235123,32.13147488,30.45129652,34.56493512,37.80950151,35.96361002,34.15330189,35.64033556,36.26734637,39.4341045,36.90767678,36.89716744,36.7106494,27.74150114,30.17726005,32.10770308,34.14743898,35.22751672,31.54988796,34.20257303,38.99507174,37.91687018,37.63533814,37.12710284,34.9494272,30.29770823,29.10758189,32.07071343,34.83393872,35.21232207,32.75124621,34.8887858,35.45551649,36.31281484,33.56975876,33.67286743,31.37903218,29.37295547,27.74378886,30.36081461,33.65653061,31.18817641
484,38.70431264,36.88350021,40.63903282,41.99289251,37.4232899,39.45985922,37.98717297,33.84705758,32.92052545,36.60185929,39.84520764,38.61748691,37.89882596,38.97218487,39.27887435,43.9913409,41.01808382,37.63449256,36.96981699,28.67646503,31.72538618,34.97330502,37.09659945,37.8103797,35.888545,38.15121275,42.96442474,42.64048317,41.67745642,40.42297247,37.79670043,31.13173065,30.75683472,34.01840976,36.74640451,37.75345868,34.74986231,38.09334193,39.95221399,39.90790171,38.39413021,36.94535175,34.19731954,29.2254167,27.87893665,32.31591974,35.5061812,33.85872895
485,33.73191,32.00611344,34.03235856,35.64231949,33.05881493,35.457536,32.93482709,32.52631891,31.71245695,35.38780929,36.26005064,34.28556359,33.04042686,33.03313992,34.67225438,36.97434959,33.64908552,34.33596151,31.97833273,28.81671004,32.76000723,32.43857184,33.04036608,33.61592389,29.76040081,32.82555781,36.95306468,37.02400087,35.08000145,35.22692374,32.05190421,29.47375376,31.23355665,31.68189408,33.35969469,32.46890899,31.00093329,32.69514253,33.75005498,33.31028071,31.52803212,32.18528578,28.77802489,29.97824483,29.29951237,30.91813486,32.18156707,30.23663869
486,35.91578559,34.37004472,36.7420788,38.98730118,34.90790549,36.96291516,34.59241479,33.1367561,32.12899081,35.57923495,37.52145879,36.01920715,34.57978366,35.64724075,36.61752961,40.112613,39.0631738,34.29829466,34.46294779,31.28249341,33.85844453,33.71087624,34.64211385,35.108876,32.55349166,34.79824148,38.55024414,38.72329345,38.89904158,37.43496012,33.01843848,29.57861615,30.71958424,32.95318105,34.0502103,34.10619289,31.83765651,34.45681291,37.00344211,36.672949,34.8480904,33.74958061,30.10396333,30.17977338,29.74652284,31.90148054,33.11729514,31.73388687
487,38.89595129,38.04456209,40.23143294,41.05545973,37.44137799,39.20119202,38.28957694,33.38434459,31.93709825,35.11571521,38.89957047,38.77843129,37.3988194,38.84944026,37.72595856,43.4012898,40.35542529,39.86398699,38.48037711,28.02481592,31.92499374,35.37176651,37.09690177,37.90453592,35.27780871,37.84458219,42.51545489,41.80135314,40.66879414,40.43448127,36.95791276,31.22958411,30.97701269,34.00596432,36.70939096,37.78547327,34.43518355,38.28050044,39.53158286,39.44407861,38.36074329,36.68692814,32.22228245,29.51293087,28.69240252,33.08780811,35.68528922,33.74447844
488,37.97492265,35.62883246,39.08501383,40.80094009,37.21166727,39.290855,36.92035214,33.76598581,32.46661717,34.98904988,38.18607103,37.74668047,37.15348509,37.76071364,38.9371327,42.85398156,40.20195078,36.10777967,37.2411608,27.89447842,32.60870732,33.60377238,35.68950216,36.94606221,35.29368593,36.94156276,40.81932195,41.37581104,40.06808559,39.58359044,34.91194157,30.79967365,30.5703496,32.44161494,35.17905771,35.81618142,33.72026021,36.37187924,39.63141625,38.7198516,37.42936841,36.15370902,29.58679972,28.72262871,28.29760324,32.13352467,34.19699086,33.07903954
489,39.06691781,38.04220543,40.91533597,42.69643926,38.13769863,38.2585004,38.23164187,34.5690528,33.70405566,36.60445616,39.60364983,38.71903643,37.87350782,39.0580169,39.8124251,44.52223208,41.7073442,36.7596783,37.59394301,30.93892562,33.39355122,35.13113755,37.79174059,38.00802033,36.0210595,38.46177447,43.2307637,43.00714318,42.04935661,40.3229577,35.79584003,31.81169186,32.01985571,35.16831423,36.4552644,37.90581528,34.66973274,38.04326836,40.26113945,40.03782427,38.58339552,36.983745,35.91647048,28.46852028,29.28677581,32.63406822,35.2772593,33.78561503
490,32.2218632,30.81277137,32.07139329,33.66675491,31.37653325,32.46510576,31.4340228,31.4451387,30.05829386,33.05189234,34.36882457,32.93954528,31.22934389,31.80235719,31.9490779,35.19328562,32.1911197,32.66468524,31.58986827,27.43010658,32.44387862,32.49076026,31.78708676,32.107867,28.31647752,31.2189981,33.40884231,34.19574541,34.25849905,32.27097023,31.02744649,29.47473981,29.46778341,31.37497277,32.90003167,31.67019759,30.54654718,32.5230437,32.50970868,32.53488157,30.52546295,30.67163141,29.25640196,29.42665608,27.92232679,30.04900443,31.5039734,28.7731007
491,32.619381,34.99834942,38.64074364,42.48228446,38.67471174,39.21646785,28.5644897,30.05073996,29.94170486,30.40657692,30.04672566,31.07064169,31.14320068,33.67727022,36.51585408,42.84985814,40.21695298,31.22952566,28.76412792,27.3620107,27.55341913,29.40219468,28.49230324,30.29175841,29.5865039,35.52124788,40.82995624,43.22803126,38.80119024,37.95753538,28.39346945,28.65199344,29.74179083,29.28896424,28.67289685,30.67257832,29.55161719,34.81716717,39.62871548,39.60608604,37.77515628,33.8104805,25.9407236,27.28101112,27.42353918,28.85747219,28.91327567,28.27401756
492,33.44657966,36.72335031,39.78810847,42.69364574,38.81466926,37.21672139,28.4966017,30.4376907,29.83361009,29.88098569,29.43809361,30.71419148,31.86131869,35.56467319,39.19874995,43.356747,40.70387233,33.78683044,27.15832437,27.34424048,27.59976127,28.56302942,28.52463009,29.88097598,29.28923379,36.91139369,41.88163086,44.15987585,39.887127,38.83947784,28.50269813,28.18265476,29.58166131,28.8055168,28.85869714,30.69747193,29.83502777,36.49763979,39.7745147,40.51217264,40.19123216,34.75626502,26.26249726,26.07531782,27.43126803,29.04514704,28.52158862,28.02076508
493,32.47660397,35.04007462,38.81534513,41.51513176,39.25155808,35.24867827,27.78317691,30.39687095,29.96928052,30.18971349,29.41112881,30.07084517,31.04665651,33.70847714,37.2832953,41.87522757,39.7950477,32.64383474,28.73249801,27.38407763,27.61433322,29.20520483,28.9007203,29.89462614,28.96207635,34.85388088,40.24452221,44.40293457,38.83319013,38.35062483,27.60646448,28.20211666,29.90865996,29.04445111,28.70756875,30.52574288,29.58144454,34.75709055,39.22043913,39.72998219,39.26331631,34.38564157,25.30944135,24.14783548,27.65249659,29.44499335,28.54281841,27.73021648
494,32.0371279,33.75980394,36.91827244,39.90080228,39.02624808,35.44620412,27.607623,29.6138549,30.73480946,30.75046133,30.14238962,30.38870898,30.61875341,32.69207337,35.50454419,41.24130018,39.54307835,31.68888147,29.09955794,27.86188515,28.46304935,29.46996361,29.28116184,30.24137118,29.21276135,34.00857139,38.10646257,42.67062203,38.43793261,37.55249738,27.58939127,28.39267613,30.35789604,29.1683469,29.18340255,30.39667639,29.14781625,33.34164141,37.90802924,38.46767623,36.41817628,34.09299472,24.67282267,25.34788964,28.34644732,29.53060473,29.03885649,27.71408716
495,35.81328923,36.94450325,37.35803853,40.87228877,36.54586119,39.82250929,35.40913185,33.44297122,33.03737233,34.4925,35.36768338,35.34512767,34.62983055,35.44330084,35.88513463,40.79367224,38.84457521,32.50060121,36.36790854,26.34051785,32.3113324,32.05253482,33.33774373,34.19200093,33.07077066,36.60899489,39.30620474,41.86045961,39.35535051,38.20950093,31.70142293,31.1946286,31.61056639,29.90152275,34.35239786,34.28366992,31.60018338,34.21497447,38.0802507,37.91096565,36.56819638,35.53709378,27.26906685,28.82192832,29.67086119,32.44329851,33.55295729,31.03806175
496,40.49116951,40.55375712,42.94023777,47.15438037,41.63078293,40.40610061,39.36958494,32.40634601,40.47418232,43.21409375,44.82294999,40.77857706,41.47377704,39.79422703,40.6621809,46.62985656,44.85550951,39.47531683,40.8037566,30.68750269,32.88112248,38.72578869,40.5784025,40.87124055,38.59556308,41.69539816,44.79793025,46.41449411,44.64788665,44.33878138,35.48612177,35.03120545,32.17933275,37.83032253,41.27273945,39.75804186,37.14028927,41.1971426,41.68286646,41.866807,42.46861012,38.39419429,31.4868032,28.71900491,32.25669766,35.9891173,37.71335656,35.44460501
497,40.86448,40.58922364,43.2070294,46.94736066,40.96558248,40.71624011,38.22039176,31.46752033,37.08187363,40.45295214,43.69641927,41.52198313,42.3165574,40.00638306,40.65937843,46.47749256,45.14961652,40.23105373,37.63827836,33.62352884,32.20925197,37.92984632,38.92057582,39.80961589,38.22695564,41.10094526,45.05742283,46.5742337,44.20162505,44.00286047,34.11776182,36.13529677,32.41020503,36.57541042,40.77722734,39.91794161,36.6999118,40.90449767,42.13651449,43.01457498,43.2172241,39.01959482,33.18697265,30.39240373,31.77187135,34.76796078,37.10172098,34.44327858
498,40.62784424,38.25756154,42.08898421,44.26257407,40.75301202,38.04722834,39.66288113,32.9026614,35.9176619,40.16109586,41.27354527,40.85007751,40.37580473,38.37005024,39.15282308,44.79152071,42.82780233,36.44266108,26.46609116,,32.67238638,33.8017871,36.33515552,37.24338092,37.60321364,39.14963342,43.58513022,45.28617839,43.71540042,42.57960491,,30.81881021,31.81028967,33.42416633,36.46438159,37.633388,34.83519564,38.472151,41.92452231,41.52338115,39.77694601,39.39624358,31.49472988,29.27722432,29.81551316,33.30607172,35.42538036,33.61836422
499,38.48964406,37.36790925,40.66533152,43.74101656,39.86306506,40.67715287,36.74259965,33.01149024,36.02839568,39.78367652,39.81168147,38.78401747,37.62610143,37.76392751,38.62973105,44.10574697,42.63978154,36.12758295,33.11938707,27.62145186,31.09594036,32.86403129,34.56552105,36.327029,36.3584065,38.54405823,42.27966198,44.48152478,43.37961153,42.32395718,36.60693811,30.21228403,32.09358066,33.12864284,35.65164758,36.20560101,33.38582006,37.2422729,41.23401977,41.08177608,39.28057995,38.38243471,28.59807991,28.34256473,29.54168128,32.44551925,34.27363377,32.92518799
500,40.16665151,38.9791929,41.86318415,43.82986388,40.490262,42.18599935,41.69033095,34.45344167,35.9644001,38.99211432,41.52962539,39.27523831,38.44831382,38.13642255,38.98322731,44.59751576,43.09686239,36.99493015,33.13996798,,32.59696379,33.53601008,35.56016566,37.67773376,37.12452984,38.93726028,42.87819012,44.57621891,43.02088101,42.75494544,36.4935647,30.61416463,31.96610027,34.54168859,37.09842571,37.71822882,34.4441211,37.63136293,41.65566489,41.01135292,39.69942235,38.81019737,31.84601947,30.43772157,29.04857,32.72031421,35.12611618,33.74311832
501,31.92114193,32.00819738,33.81235103,35.41647152,33.91397429,33.7725489,28.23285314,28.84896614,31.76541658,31.06047359,31.14852315,30.36806453,30.73187174,31.78102135,33.11421092,36.77627128,35.62183546,32.10071711,30.77316126,27.84687318,29.51064508,29.32984368,29.99009345,30.78771421,29.77081648,32.14535909,34.78935621,36.61017182,34.70176074,32.44435788,30.60481218,27.99975443,30.38780271,29.90246138,29.57558894,30.34439103,29.13612185,31.23902215,34.08104331,33.59345603,32.95910698,31.19877044,25.9785902,26.09634147,28.21606371,30.4372417,29.94971019,28.26911785
502,30.95427478,32.02186582,34.07954917,36.79599104,36.05337313,34.91590224,27.94106175,29.11005745,30.23192483,29.84483486,29.04131801,29.71405492,28.97803311,31.02351412,33.20927653,38.28771081,36.84819688,31.01587907,28.74232263,27.56491329,28.13157975,28.42830652,28.73996261,29.36836748,28.04347634,31.30043739,34.6163258,37.06652931,35.73488861,33.28000467,31.58472674,28.47150574,29.99835618,29.01546835,28.23713398,29.23312658,27.91693749,30.84445297,34.06446193,35.80394781,33.86653924,31.66304499,26.27150641,24.95197327,28.06389036,29.10930049,28.43385063,27.30824031
503,31.23662673,32.94945527,34.89541033,37.28058365,36.36238704,36.30832462,27.71119299,29.64225453,30.71153019,30.6848463,29.59309231,30.24998981,30.02487123,31.9126908,34.12149371,38.49888759,36.73625867,31.15367277,28.16817977,27.58610637,28.24102317,28.76793025,29.46030847,29.9516316,28.96091006,32.40414756,35.54089227,38.88419226,36.65164619,33.379072,28.48040984,28.03877007,30.16758103,29.06058851,28.71614464,29.8907223,28.49263972,31.6533979,35.47960229,36.06725523,33.43803925,32.46946546,24.78832065,26.47454244,28.0315197,29.43443232,28.83266602,27.76651636
504,29.50197701,29.3061172,30.1630901,31.0898131,29.76884804,29.26058617,26.8600384,28.50105525,30.21390648,29.97183366,29.37437193,29.00084202,28.16090422,29.27831632,29.32664467,31.72443818,30.97791117,29.18851997,27.38283082,27.81076689,27.90963412,28.42857563,29.58636508,29.33693689,27.40847102,29.13236812,31.22808623,32.15433997,31.14617283,29.55893089,28.92130611,26.69327704,30.97362456,29.44123313,29.10697462,28.67054434,27.51919073,29.25017623,30.30278149,30.25759913,29.11779217,27.26853426,25.97963614,26.20901947,27.87256516,29.3521587,28.89381674,27.05193419
505,31.56476189,32.16535847,32.98489895,34.74858251,33.30000994,32.99882968,27.08329256,28.82840223,30.79596417,30.57817328,30.32587413,30.21002848,30.10929771,31.51703359,32.76320508,36.11792846,34.5126758,31.27904459,29.58423619,28.58527789,28.68908546,29.21901939,29.91525983,30.35085103,29.32499196,31.4303788,34.50713981,36.13929433,34.5779807,31.62339193,30.8490072,26.7672025,29.86492189,29.46398031,29.12297809,30.03050541,28.72510464,30.60134917,33.1850946,33.41243672,32.82500323,30.47061318,26.26743383,25.67365201,27.73206529,29.78744855,29.29586214,27.67814316
506,31.07111033,30.59962767,31.30149736,32.37352218,31.08825301,31.61052323,26.31402547,28.7590042,30.98005097,30.9735653,30.41233751,30.26625962,29.25970262,30.46919068,31.0535923,33.55794254,32.34005903,30.95148447,29.91223971,27.74014221,29.04610106,29.72170972,30.42558206,30.7041941,28.90949551,30.59758009,32.75196297,33.78067131,33.25124572,29.52180703,30.00701314,26.89006326,30.30933896,29.75200306,29.86720837,29.93769795,28.84962848,29.65464863,31.77173208,31.22707378,30.7484021,28.73172886,24.87006758,25.27174821,28.91016118,29.64089415,29.92929524,27.48639884
507,32.29927144,33.25299716,36.3169431,38.30257781,37.30119231,34.06023931,28.15597689,30.2968781,31.2519628,30.45558514,29.81578587,29.77628513,30.04438199,32.29340389,34.65954913,38.89696098,37.76487548,30.92290107,29.03372735,26.39690926,29.00090328,29.00801905,29.38486184,29.93458289,29.40645494,33.13018484,36.25222845,39.50787354,36.84160121,34.81971925,28.62579849,27.22357513,30.01994392,29.879232,29.55929526,30.38959564,28.62341126,31.83282159,35.73550744,35.94940787,36.10864695,31.6348332,24.24967344,25.62056912,27.92897124,29.87487192,29.47338173,28.10607397
508,31.28938573,31.83726917,34.63625899,37.08797704,36.47503257,33.65761225,28.63331645,29.52406773,30.57189845,29.68366413,29.36115413,29.21339858,29.36067816,31.03375533,33.03148855,37.66960232,36.66788368,30.31514706,27.97511235,27.24796219,28.45648704,28.56053795,29.46704932,28.92810438,27.95326539,31.72648009,34.79575978,37.51922105,35.97643454,34.04752284,30.79559418,27.3966685,30.13078139,29.31640017,28.89960848,29.4864825,28.00352524,31.13106313,34.65126875,35.64675371,35.31329519,31.40357088,25.2425253,26.71398638,27.04714423,29.50386089,28.79236139,27.3997679
509,32.91374435,34.37434045,38.03253052,41.02558873,39.5850931,36.05375843,28.22504528,29.67862222,30.81835564,30.40035259,29.80838985,30.19731426,30.90769444,33.29174756,36.96900583,41.61484346,39.7461112,31.23375404,28.64128153,26.44896787,28.10844211,29.09478589,29.16942841,30.16866922,29.60396972,33.96601446,37.70637749,43.57559279,39.53976378,37.02040569,28.87549946,27.13907085,30.68491411,29.33089544,29.36723682,30.29730805,29.10763348,33.27531019,37.61039525,38.39757276,38.45037993,33.28269452,25.63792632,27.12500265,28.00330595,29.79169041,29.38945483,28.76700076
510,32.25857576,33.66910804,36.84295313,40.10354453,39.53971001,36.01957196,27.88163378,29.83224217,30.40064742,30.37586718,29.63880366,30.21903342,30.41531166,32.49604719,35.66827012,40.83612007,39.34111441,31.459319,28.84557869,27.74477245,27.83076424,28.86385769,29.49551984,29.9798938,28.71675625,33.60534439,37.50461339,42.95444342,38.86183801,37.2290574,27.71953198,27.15692914,29.83711271,29.3670911,29.01951206,30.24708472,28.98791544,33.3278307,37.94492128,38.7056322,38.08451582,34.57404092,26.2852071,24.6634287,27.90782981,29.60616422,28.79795633,28.01728323
511,32.66870501,31.08678061,34.54030566,33.02226262,31.54391572,34.44492856,31.14801772,33.54069995,35.06096763,37.69671007,36.44597034,35.00086634,34.43313981,33.23649665,30.85268403,33.91348707,33.4506475,33.26283053,31.14545668,29.98559414,32.9297287,34.7784319,35.20165129,34.43707542,31.44601736,30.22894737,34.48590884,34.54271116,34.85950986,34.5114433,33.07602279,32.63547296,34.08195515,33.94764153,35.62241816,33.07877916,30.66330801,33.05076687,32.57635196,32.42856755,32.4558166,30.47754567,29.74540604,32.53825827,34.13577681,34.00403509,33.68548562,31.51003979
512,33.01300285,31.08431399,33.97463749,32.51727688,33.78286584,33.5012902,31.87165842,32.56179949,33.90438059,35.37495909,35.05703235,34.35273168,33.57393435,32.47259943,29.78377355,33.33817317,32.94308944,33.3910333,29.25152231,29.75919609,33.05109134,33.42295633,34.02923692,33.3189039,30.41478877,29.39134443,33.84237964,33.49161465,33.5694862,33.80480304,32.81197249,31.09692864,32.69678306,34.18883539,34.29350904,32.4383901,29.90428735,32.47168221,31.9700647,31.64513225,31.72665176,30.51299049,30.59324263,32.65091586,32.01858325,33.88905994,32.73623692,30.48871265
513,33.72731221,31.02251174,34.57008216,32.86872066,31.93223005,33.32602113,31.41812207,34.34091549,35.88615023,38.58663146,37.04349765,35.17998826,33.86374413,33.3406338,31.09612676,33.88125587,33.06319249,33.24403756,30.21937793,33.60397887,32.69955399,35.16752347,35.52649061,34.71562207,31.37642019,30.73926056,34.41603286,34.63529343,34.88130282,34.21498826,33.07923709,32.82946009,34.92579812,35.81521127,35.98998826,33.20721831,31.12692488,33.21397887,32.77976526,32.60887324,32.0431338,30.31550469,27.43245305,33.81745305,33.90902582,34.21742958,34.04008216,32.15457746
514,32.65464012,30.54394958,33.9922068,32.4694008,31.67631348,33.03132992,31.07535623,34.20945195,35.57320058,37.99142492,35.79708805,34.44871392,34.513924,32.79537815,30.26450493,33.42332846,33.68153087,33.41343442,32.40716478,31.03548156,33.69058458,34.822019,34.89243332,34.02873584,31.23320789,30.09363902,34.07846182,33.87619657,34.18106321,34.17210449,32.77310559,32.53078188,34.21426014,35.66019364,35.4148228,32.63111801,31.06059554,32.75605773,32.06179393,32.12853124,32.45000731,30.27287906,27.40744246,32.34218122,34.55979905,35.60364998,33.48070515,31.41531239
515,33.37586847,30.77578415,34.32264755,32.73106239,30.86025295,33.57684654,31.34758853,34.3381113,35.7908769,38.59505902,36.34514334,34.80478921,34.39598651,33.28779089,30.40322091,33.6960371,33.39650927,33.23984823,31.2049747,32.89727027,32.76448567,35.24893761,35.53558179,34.22492411,31.52436762,30.76993255,34.35841484,34.19876897,34.61787521,34.57443508,32.97866779,32.87507589,34.51143339,35.83234401,35.79026981,32.67617201,31.92959528,33.12939292,32.42662732,32.53642496,32.29634064,30.67300169,25.47301855,32.26763912,34.53765599,35.18337268,33.74192243,32.00379427
516,39.66493733,37.39594285,41.9959289,43.06642429,39.41581133,39.25959,42.41454602,32.51967697,37.80003786,39.72907319,42.41402029,40.68800151,38.87671383,38.09803021,39.24263854,43.81067254,42.55359684,41.01268766,42.13379721,,34.95973696,40.00903015,40.78805811,39.0489885,37.08497798,39.32764283,43.68224339,44.9696186,42.97792719,42.54985294,41.26088195,34.53438683,34.22498715,39.40348465,40.4123769,38.61968934,34.77408545,38.11127972,40.60322021,40.99847399,41.12111711,38.46065201,37.31015898,,31.36452623,35.62735927,37.2528412,33.90520475
517,39.34155655,36.38130409,42.35999286,42.72072054,39.48419986,41.3552728,41.2891734,32.40021688,37.43995524,40.30957554,42.21898576,40.19134953,38.60490669,38.90588547,39.68940013,43.66682594,42.24053426,41.52382684,37.16906706,,33.57591595,39.27970392,40.45573057,38.76093923,36.7352941,38.98972919,43.45940501,44.71064836,43.02791735,42.16176051,39.02844396,33.84362425,33.67629599,38.30699976,39.94620002,38.78536514,34.32493252,38.75333768,40.78587799,40.93535778,41.42133333,38.23758071,35.12632627,30.76205756,31.60958052,35.91710027,37.43940206,33.79943265
