fid,COMMUNE,REGION,LZCODE,LZNAME,DEM,aug_22,nov_dec_24,oct_24,recur,AEZclass,AEZclassname,popsum2021,popmean2021,popsum2022,popmean2022,popsum2023,popmean2023,popsum2024,popmean2024,Rainfed_percentage_scaled,Wetland_percentage_scaled,Bare_percentage_scaled,Impervious_percentage_scaled,Water_percentage_scaled,Irrigated_percentage_scaled,Shrubland_percentage_scaled,Forest_percentage_scaled,Grassland_percentage_scaled,Dry_LST_2021_scaled,Dry_LST_2022_scaled,Dry_LST_2023_scaled,Dry_LST_2024_scaled,Wet_LST_2021_scaled,Wet_LST_2022_scaled,Wet_LST_2023_scaled,Wet_LST_2024_scaled,Dry_NDVI_2021_scaled,Dry_NDVI_2022_scaled,Dry_NDVI_2023_scaled,Dry_NDVI_2024_scaled,Wet_NDVI_2021_scaled,Wet_NDVI_2022_scaled,Wet_NDVI_2023_scaled,Wet_NDVI_2024_scaled,Dry_VHI_M_2021_scaled,Dry_VHI_M_2022_scaled,Dry_VHI_M_2023_scaled,Dry_VHI_M_2024_scaled,Wet_VHI_M_2021_scaled,Wet_VHI_M_2022_scaled,Wet_VHI_M_2023_scaled,Wet_VHI_M_2024_scaled,Dry_precip_log_2021_scaled,Dry_precip_log_2022_scaled,Dry_precip_log_2023_scaled,Dry_precip_log_2024_scaled,Wet_precip_log_2021_scaled,Wet_precip_log_2022_scaled,Wet_precip_log_2023_scaled,Wet_precip_log_2024_scaled
298,KOUL,THIES,5,Rainfed Cowpea and Groundnut,33,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,28154.84572,4.139201076,29212.14237,4.277660327,29130.82833,4.218191186,31727.9451,4.490862718,0.850160527,0,0,0.016668056,0,0,0.002103138,0,0.18425425,0.786145988,0.75883985,0.954396651,0.853156808,0.908077261,0.934235905,0.611620857,0.819316142,0.264180935,0.23872502,0.280923532,0.226565941,0.252824055,0.413662923,0.389813617,0.509662592,0.258620655,0.332928989,0.350025021,0.412325274,0.382352959,0.614568332,0.554950478,0.904003948,0.473652341,0.383101876,0.090550769,0.882173531,0.67303078,0.873120458,0.907533513,0.804183519
299,MERINA DAKHAR,THIES,5,Rainfed Cowpea and Groundnut,40,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,44175.43887,3.321461569,47260.2167,3.535588891,47680.54434,3.526145862,51264.18437,3.750397569,0.61887462,0,0,0.016668056,0,0,0.002103138,0,0.418566012,0.770180847,0.746254576,0.921107328,0.878228605,0.987755384,0.932694512,0.893231164,0.872854507,0.239589911,0.186865014,0.229226919,0.191707692,0.202337749,0.353837227,0.403361138,0.442053194,0.206896568,0.135839949,0.249874812,0.237611146,0.014705872,0.795465557,0.604455527,0.855764584,0.96458737,0.447974236,0.160624824,0.810630908,0.648255969,0.81474642,0.868104245,0.770929261
300,PEKESSE,THIES,5,Rainfed Cowpea and Groundnut,35,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,22902.15888,3.882379874,23396.15383,3.966122025,24772.33647,4.167620536,26915.67884,4.459191326,0.825870226,0,0,0.021876823,0,0,0.002103138,0,0.206620372,0.799771535,0.778369159,0.962531476,0.833160052,1,0.985579062,0.971867421,0.754279058,0.256248967,0.201277452,0.257747652,0.195937862,0.21877031,0.430690647,0.387581336,0.534689069,0.293103487,0.166161327,0.324987488,0.237611146,0.397058827,0.735166386,0.765346611,0.916063756,0.705645967,0.638062332,0.340734977,0.708250915,0.642406621,0.802399833,0.844350777,0.769563991
301,DIALACOTO,TAMBACOUNDA,16,National Park,72,0,0,0.001326348,1,50,Land with severe soil/terrain limitations,28917.49672,2.358494145,30202.70913,2.458703121,30321.72351,2.463178189,32390.43477,2.630588384,0.0010561,0.009140768,0,0,0,0,0.478463868,0.590464923,0.001065053,0.763806806,0.77045351,0.620945064,0.804523318,0,0,0.069288133,0.013008748,0.445664247,0.503111884,0.497362414,0.457381635,0.870387864,0.924412999,0.921929196,0.971836912,0.534482777,0.530018119,0.462694074,0.571156318,0.720588305,0.57838877,0.616831755,0.433671107,0.553430923,0.537937065,0.525280402,0.734823392,0.942874928,0.902426766,0.976082683,0.960037999
302,MISSIRAH,TAMBACOUNDA,13,"Rainfed Maize, Cotton, and Cattle",57,0,0.000539938,0.002964888,2,50,Land with severe soil/terrain limitations,52414.95532,3.8242343,55089.06492,3.997174932,56314.94292,4.056688008,59715.51268,4.294844123,0.0137293,0.018281536,0,0.00312526,0,0,0.787625137,0.21581,0.036211818,0.805611341,0.860410001,0.705163371,0.965148058,0.072619158,0.027800937,0.1978173,0.262256863,0.431111938,0.456580128,0.421226144,0.375129569,0.823241543,0.96046545,0.834898641,0.871898586,0.586206868,0.454214675,0.324987488,0.459974528,0.499999912,0.433670962,0.62920798,0.204534515,0.754013523,0.228386286,0.258582471,0.95240724,0.967570568,0.904065402,0.96055673,0.944427349
303,NETTEBOULOU,TAMBACOUNDA,13,"Rainfed Maize, Cotton, and Cattle",56,0,0.000675392,0.001409474,2,2,Tropics lowland; semi-arid with soil/terrain limitations,22344.15517,2.285847077,23521.14313,2.402568246,24050.09756,2.443618935,25774.60342,2.618571921,0.022178101,0.009140768,0,0.002083507,0.00547046,0,0.941154202,0.03943736,0.044732246,0.865476601,0.937771502,0.766502867,0.999801112,0.268874778,0.09309347,0.279612508,0.439736071,0.373150439,0.399710537,0.361618109,0.323803685,0.784732329,0.874533476,0.744946467,0.802623806,0.672413891,0.454214675,0.299949956,0.428208359,0.750000046,0.506029939,0.851980193,0.180414905,0.85118906,0.188390577,0.141410898,0.991152324,0.986588887,0.918847896,0.982966104,0.974592901
304,NGAINTHE PATHE,KAFFRINE,9,Agropastoral Groundnut,52,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,31576.61497,1.940310616,32724.76408,1.996508089,32725.19886,1.995682331,34951.69559,2.111757331,0.055973302,0,0,0.001041753,0,0,0.697190208,0.002190964,0.29821497,0.947951981,0.85576418,0.871348863,0.869317802,0.707405447,0.613109148,0.571283194,0.374590605,0.30663633,0.232096745,0.276065747,0.231870024,0.434891654,0.661345164,0.581086331,0.645657853,0.396551666,0.332928989,0.47521284,0.444091444,0.794117652,0.711046774,0.604455527,0.530149548,0.136786479,0.138580034,0.195030633,0.291491036,0.8818025,0.816657223,0.858950358,0.857559361
305,MAKA YOP,KAFFRINE,10,Rainfed Groundnut and Cereals,51,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,17917.07807,2.325081504,18597.09487,2.396841715,19198.64383,2.474370903,20108.71178,2.58068683,0.243959108,0,0,0.002083507,0,0,0.623580382,0.003286447,0.179994036,0.87304247,0.825386313,0.771287162,0.799995487,0.585287338,0.453056833,0.374769195,0.323851812,0.281977958,0.230979147,0.271421529,0.229196677,0.629037568,0.699172661,0.720978543,0.74841009,0.327586212,0.393571921,0.550325443,0.571156318,0.308823524,0.759285995,0.691089109,0.288953296,0.354969403,0.217460173,0.197362966,0.039852886,0.878826995,0.8430332,0.882346813,0.88743523
306,MISSIRAH WADENE,KAFFRINE,10,Rainfed Groundnut and Cereals,50,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,24668.03658,3.414261118,26096.52401,3.568511419,27511.78288,3.7461578,28200.49717,3.784793607,0.277754309,0,0,0.00312526,0,0,0.64566333,0.00985934,0.117155881,0.840936718,0.807980862,0.792865595,0.803786245,0.540383242,0.50105727,0.421563424,0.32128981,0.284989805,0.235478992,0.256935334,0.226668577,0.641692774,0.629753044,0.547538882,0.705579041,0.327586212,0.484536053,0.437656541,0.380559102,0.470588174,0.566328965,0.715841562,0.240713932,0.410885813,0.209051107,0.188494011,0.127889232,0.874194083,0.84674321,0.906133255,0.901465085
307,BALLOU,TAMBACOUNDA,3,Valley Rice and Remittances,29,0,0.001237563,0.005660611,2,2,Tropics lowland; semi-arid with soil/terrain limitations,16830.48723,8.394257968,16879.76973,8.360460491,16544.8968,8.074620207,17272.87314,8.364587479,0.0063366,0.041133455,0.037792895,0.005208767,0.010940919,0.112107623,0.601497434,0.003286447,0.423891279,0.979406119,0.93946887,0.97327493,0.991229643,0.961982296,0.239621506,0.655578011,0.588881234,0.22842345,0.177610405,0.247447679,0.188997421,0.288918373,0.703635224,0.565900315,0.372595491,0.189655202,0.30260761,0.450175307,0.666454829,0.102941176,0.916063756,0.82722774,1,0.021454182,0.017978698,0.036531556,0.243913289,0.79462989,0.860514073,0.856058368,0.877478002
308,DIAWARA,TAMBACOUNDA,3,Valley Rice and Remittances,27,0.003455174,0,0.075505108,2,52,Dominantly hydromorphic soils,11602.23958,20.68135397,11687.76242,20.8338011,12719.85329,22.67353527,12007.116,21.40305883,0.0031683,0.242230347,0.018896447,0.139594966,0.027352298,0.224215247,0.072558257,0.002190964,0.744472373,0.855075227,0.732770354,0.806495596,0.72936737,0.859370786,0.424069556,0.634357316,0.659679664,0.263840551,0.194779668,0.251646661,0.198460571,0.3104161,0.449384204,0.313653338,0.335792285,0.672413891,1,0.688032029,1,0.367647087,0.940183365,0.889108869,0.964302978,0,0,0,0,0,0,0,0
309,GABOU,TAMBACOUNDA,3,Valley Rice and Remittances,52,0,7.62E-05,0.002219891,2,2,Tropics lowland; semi-arid with soil/terrain limitations,23126.75212,5.526105644,24125.82257,5.694081324,23764.61084,5.524084341,25576.30174,5.895874075,0.0042244,0.004570384,0,0.002083507,0,0,0.444813662,0.002190964,0.602820262,0.925660229,0.889711191,0.878321636,0.869381112,0.903623748,0.483917072,0.675114524,0.636080324,0.203858053,0.178585879,0.225585031,0.17856327,0.340568799,0.531928359,0.478853928,0.400981053,0.293103487,0.742267934,0.462694074,0.888818214,0.35294113,1,1,0.891944143,0.013576017,0.037406818,0.166452771,0.017349652,0.84299231,0.863877514,0.853374059,0.883951859
310,MOUDERY,TAMBACOUNDA,3,Valley Rice and Remittances,25,0,0.004136565,0.015728604,2,1,Tropics lowland; semi-arid no soil/terrain limitations,24274.35788,8.657046318,25407.17423,8.93046546,26234.15179,9.166370297,27187.25338,9.463018926,0.0021122,0.164533821,0.018896447,0.006250521,0.010940919,0.33632287,0.067300412,0.005477411,0.936181996,0.929823161,0.736891604,0.824684132,0.782692051,0.854673095,0.612760931,0.671918386,0.692871085,0.175161856,0.161777448,0.195059328,0.1409648,0.248481344,0.394007791,0.278112353,0.308178768,0.379310304,0.939357246,0.612919428,0.968233831,0.617647044,1,0.802475289,0.75928614,0.141014906,0.197260645,0.075281056,0,0.829238858,0.86447614,0.851742042,0.855103218
311,DALLA NGABOU,DIOURBEL,8,Rainfed Groundnut and Millet,31,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,22504.62921,5.2009774,26444.29637,6.087545204,28330.07702,6.479889529,30913.0779,7.025699523,0.869170328,0,0,0.013542795,0,0,0.022082948,0,0.150172539,0.895951869,0.826260962,0.925014653,0.803641033,0.709123795,0.932749517,0.509054163,0.847864888,0.266901713,0.219698404,0.234945802,0.226916314,0.41296816,0.509744177,0.650949054,0.499729871,0.293103487,0.120679171,0.187280903,0.39644219,0.750000046,0.638687942,0.604455527,0.59044872,0,0.166834715,0.011720564,0.306584688,0.677359508,0.800555587,0.850999633,0.765953144
312,MISSIRAH,DIOURBEL,8,Rainfed Groundnut and Millet,47,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,11318.05735,3.493227578,12029.08786,3.702397003,13004.48284,3.992779502,14624.46855,4.460039205,0.991677932,0,0,0.004167014,0,0,0.002103138,0,0.057512887,0.899959383,0.849633614,0.981289888,0.783168281,0.534921211,0.962010672,0.721450662,0.754518065,0.294282577,0.251973848,0.264537346,0.23865937,0.451130236,0.51286577,0.53354195,0.584565622,0.327586212,0.166161327,0.212318511,0.221728059,0.926470653,0.891944001,0.901485242,0.807525362,0.01075857,0.346398166,0.278245055,0.383426685,0.647813042,0.810889741,0.825596713,0.776643346
313,NGHAYE,DIOURBEL,8,Rainfed Groundnut and Millet,41,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,9310.447121,3.218267239,10104.55087,3.467587806,11027.99368,3.758689053,12406.81477,4.202850533,0.94943393,0,0,0.004167014,0,0,0.006309414,0,0.094789758,0.882326322,0.822979185,0.925545696,0.816019976,0.59542337,0.83363173,0.516127728,1,0.291248792,0.241626428,0.253985524,0.242386854,0.451926511,0.560050616,0.640018835,0.548604788,0.258620655,0.151000637,0.237356046,0.332909753,0.632352913,0.602508382,0.62920798,0.566328965,0,0.197610527,0.017248813,0,0.672264826,0.811204893,0.849020841,0.787150415
314,TOUBA FALL,DIOURBEL,8,Rainfed Groundnut and Millet,45,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,17333.48394,4.035735493,18908.07009,4.393138962,20581.14295,4.753150797,23028.69711,5.301265449,0.965275431,0,0,0.002083507,0,0,0.002103138,0,0.086269331,0.888738344,0.845138873,0.930983238,0.75888639,0.588901303,1,0.570088925,0.634847322,0.278088129,0.232019946,0.241147467,0.226439398,0.44533683,0.52047558,0.587429641,0.602151685,0.22413793,0.181322015,0.249874812,0.253494231,0.676470522,0.662807554,0.790099064,0.686927164,0,0.253080645,0.054851275,0.332548805,0.662478881,0.818160893,0.832926965,0.778725281
315,TOUBA MOSQUEE,DIOURBEL,8,Rainfed Groundnut and Millet,50,0,0.000328547,0.000256546,2,2,Tropics lowland; semi-arid with soil/terrain limitations,1001408.466,26.63887174,1027223.059,27.32048883,1058689.333,28.13194093,1078822.139,28.61976758,0.575574518,0,0,0.156263022,0,0,0.007360983,0,0.315255826,0.853316401,0.814894305,0.907058993,0.76682161,0.588363877,0.773411058,0.685480976,0.670783823,0.248572439,0.206989296,0.222112431,0.209211427,0.367031202,0.39586077,0.458132272,0.529526077,0.362068938,0.348089676,0.350025021,0.39644219,0.617647044,0.747226191,0.790099064,0.686927164,0.007302804,0.347577252,0.30054612,0.548229707,0.680939988,0.820682255,0.848837356,0.782148242
316,GUEOUL,LOUGA,5,Rainfed Cowpea and Groundnut,41,0,0,0,0,53,Desert/Arid climate,8733.684491,19.75946717,8893.67103,20.12142767,9219.669158,20.71835766,8616.170124,19.31876709,0.026402501,0,0,0.298983249,0,0,0.002103138,0,0.72530141,0.690767157,0.748052472,0.824401353,0.807449938,0.843127868,0.939295031,0.709135004,0.747184104,0.188956176,0.164069676,0.141743335,0.159479596,0.183783304,0.23596909,0.263568392,0.32821154,0.534482777,0.332928989,0.400100089,0.459974528,0.323529392,0.57838877,0.814851515,0.988422587,0,0,0,0,0,0,0,0
317,BADEGNE OUOLOF,LOUGA,5,Rainfed Cowpea and Groundnut,42,0,0,0,0,53,Desert/Arid climate,17001.74163,3.451429482,18342.16083,3.689091077,18837.97063,3.730291214,19755.0696,3.811512561,0.044356201,0,0,0.007292274,0,0,0.001051569,0,0.977719081,0.709482038,0.68602505,0.811990484,0.833160052,0.803839041,0.841607357,0.734229777,0.818056739,0.19610911,0.142939563,0.139783029,0.161116255,0.178000281,0.262937283,0.335951841,0.284100639,0.500000052,0.24196486,0.375062556,0.428208359,0.382352959,0.843704779,0.82722774,0.75928614,0,0.345525094,0.323752115,0.70312425,0.608354594,0.755837713,0.810532292,0.733388975
318,DIOKOUL DIAWRIGNE,LOUGA,5,Rainfed Cowpea and Groundnut,46,0,0,0,0,53,Desert/Arid climate,19342.98736,2.935648408,19994.44116,3.007135082,20036.95464,2.992823695,20798.92673,3.099691018,0.076039202,0,0,0.009375781,0,0,0.005257845,0.001095482,0.953222852,0.640673233,0.642712543,0.799914195,0.78289257,0.831941874,0.894411505,0.779922879,0.736732066,0.180970598,0.126828074,0.134942031,0.152829031,0.176292825,0.304345943,0.28300812,0.310965733,0.206896568,0.044875729,0.249874812,0.269377316,0.176470522,0.638687942,0.715841562,0.711046776,1,0.559843118,0.309598255,0.856555215,0.673364295,0.760171989,0.840980083,0.726808338
319,KAB GAYE,LOUGA,1,The Niayes Gardening and Fishing,50,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,12200.59878,3.026692825,12230.19265,3.022786121,11886.47629,2.932760003,12611.65831,3.099449081,0.229173707,0,0,0.004167014,0,0,0.004206276,0,0.813700848,0.695996009,0.720616428,0.835592451,0.800055827,0.750646207,0.803937749,0.722201848,0.670487618,0.222732466,0.168453456,0.202582357,0.209120899,0.179822192,0.305768426,0.413788985,0.384143097,0.08620692,0.090357795,0.262393579,0.317026668,0.117647044,0.638687942,0.678712884,0.75928614,0,0.101635942,0.30828218,0.410603349,0.639709482,0.782705063,0.848769115,0.723309313
320,NDANDE,LOUGA,5,Rainfed Cowpea and Groundnut,46,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,25978.0901,5.123883649,27533.32877,5.380756061,29034.21386,5.638806343,29537.62782,5.672676748,0.125675904,0,0,0.025002084,0,0,0.003154707,0.001095482,0.894644911,0.665920571,0.665349242,0.793353702,0.808402165,0.917637747,0.944627091,0.737221227,0.828776082,0.204219229,0.158312789,0.166586211,0.168881441,0.182491529,0.326419234,0.377013753,0.361067244,0.137931011,0.044875729,0.149724601,0.332909753,0.044117609,0.614568332,0.765346611,0.843704779,0.68586132,0.256769121,0.174035326,0.87480506,0.638802347,0.795437987,0.827648146,0.731561822
321,THIEPPE,LOUGA,1,The Niayes Gardening and Fishing,41,0,7.89E-05,2.36E-05,2,53,Desert/Arid climate,29299.17594,3.029591142,29017.26068,2.962456425,28861.98728,2.92184524,30187.40188,3.030559369,0.093992903,0.018281536,0.755857899,0.005208767,0,0.112107623,0.034701775,0.006572893,0.839262131,0.6287853,0.647335163,0.743980937,0.727875548,0.661916668,0.747191801,0.717206532,0.75211209,0.227839753,0.174252778,0.160752117,0.202669121,0.188800421,0.258598984,0.358687044,0.260455792,0.293103487,0.090357795,0.224837277,0.269377316,0.397058827,0.723106581,0.641584206,0.662807554,0.137209338,0.2807068,0.533316492,0.668289589,0.648898113,0.752802924,0.823636576,0.73828603
322,ROSS BETHIO,SAINT LOUIS,2,"Delta Rice, Horticulture, and Agricultural Labor",4,2.24E-05,0.000443697,0.002007013,3,53,Desert/Arid climate,17344.04241,8.598930296,18524.29245,9.138772795,19590.37052,9.631450601,18773.59332,9.193728364,0.016897601,0.027422303,1,0.014584549,0,1,0.131446118,0.004381929,0.790269672,0.713113003,0.802777537,0.822696043,0.762003507,0.765436008,0.735243824,0.733387227,0.92324129,0.1855995,0.152986392,0.113442956,0.154251534,0.136579161,0.133125343,0.172528678,0.094085763,0.568965505,0.02694852,0.224837277,0.253494231,0.544117697,0.518089744,0.604455527,0.614568332,0,0.377603707,0.048304259,0.139325966,0.504454098,0.692931746,0.713819212,0.611152975
323,ROSSO,SAINT LOUIS,2,"Delta Rice, Horticulture, and Agricultural Labor",7,0,0,0,0,51,Ample irrigated soils,11659.73236,13.17483882,11969.38634,13.52473033,12690.57874,13.89986718,12015.4756,13.14603458,0.0042244,0.269652651,0,0.030210851,0.164113786,1,0.213468495,0.16213137,0.32590636,0.419859217,0.397462692,0.511476938,0.375139131,0.609635923,0.50635602,0.42821342,0.650219724,0.518461041,0.525706302,0.500006149,0.492222601,0.377627617,0.44310914,0.425081351,0.478255106,0.655172528,0.469375365,0.788182313,0.904701298,1,0.95224317,1,1,0,0,0.006823865,0,0.507146573,0.63616291,0.627065002,0.628434738
324,DIAMA,SAINT LOUIS,2,"Delta Rice, Horticulture, and Agricultural Labor",4,0.00378715,0.00656136,0.014784317,3,53,Desert/Arid climate,57419.20759,4.398928031,60151.65661,4.573227143,60946.60466,4.593157334,63442.37783,4.773333671,0.029570801,0.667276051,0.699168556,0.004167014,0.153172867,1,0.156683772,0.02957802,0.527201466,0.516680468,0.624382269,0.658079777,0.678939482,0.579416032,0.562426448,0.453401635,0.665059966,0.283834145,0.25786786,0.261512529,0.264590431,0.183688644,0.215605986,0.28501098,0.172627744,0.613068613,0.236055303,0.394902052,0.364675922,0.823529392,0.819585167,0.926237695,0.904003948,0.426657078,0.521197864,0.582489245,0.819660171,0.518454883,0.690865054,0.780120586,0.640917082
325,NGNITH,SAINT LOUIS,2,"Delta Rice, Horticulture, and Agricultural Labor",2,0.000242672,0.00112565,0.000152638,3,53,Desert/Arid climate,31204.7413,3.544784881,31860.21387,3.601244927,31669.20211,3.562339944,33547.57322,3.768543385,0.041187901,0.173674589,0.283446712,0.002083507,0.79321663,0.224215247,0.036804913,0.003286447,0.757253014,0.683985169,0.72880391,0.817572937,0.720777977,0.738283633,0.741576672,0.738831542,0.959018509,0.177746141,0.154305122,0.108996892,0.141301496,0.177604321,0.201437284,0.18455744,0.115891234,0.903530659,0.605821739,0.525287908,0.539390145,0.735294174,0.904003806,0.740594161,0.843704779,0.218745141,0.972834661,0.550381258,0.52396285,0.56971401,0.706691021,0.80448231,0.703557971
326,RONKH,SAINT LOUIS,2,"Delta Rice, Horticulture, and Agricultural Labor",5,4.72E-05,0.001092212,0.000771726,3,51,Ample irrigated soils,25943.34265,4.272619013,26982.48314,4.422632871,26804.74512,4.359203956,27608.97857,4.45521681,0.0052805,0.310786106,0.207860922,0.004167014,0.262582057,1,0.21872634,0.088734061,0.483534273,0.498998147,0.505785945,0.58961379,0.655834327,0.70638387,0.541352325,0.647460013,0.878516623,0.360730211,0.402407695,0.272113087,0.274914663,0.248370994,0.311838047,0.291519508,0.243940785,0.637930959,0.399257182,0.642210033,0.587039402,0.838235261,0.891944001,1,0.904003948,0.052460765,0.307925998,0.330484726,0.508231334,0.526777044,0.688650136,0.659605303,0.6566908
327,KEUR SOCE,KAOLACK,10,Rainfed Groundnut and Cereals,18,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,33081.0663,3.953282301,36622.82323,4.354675771,36838.77125,4.316706263,40174.08163,4.700372251,0.879731328,0,0,0.014584549,0,0,0.043114327,0.082161167,0.039406978,0.820455132,0.760076462,0.643723577,0.680803821,0.426903097,0.596482369,0.258447858,0.409448601,0.287525234,0.240162774,0.287067989,0.268515051,0.580431252,0.643992099,0.701092242,0.755966341,0.241379293,0.287446923,0.462694074,0.364675922,0.220588217,0.686927164,0.592079302,0.457790717,0,0.113047487,0.004565094,0.039352875,0.864619491,0.911000966,0.916822878,0.919387042
328,NDIAFFATE,KAOLACK,10,Rainfed Groundnut and Cereals,0,0.006428518,0.003141976,0.034033314,3,2,Tropics lowland; semi-arid with soil/terrain limitations,44219.59707,6.079130749,45951.55095,6.308559988,47769.36071,6.341346171,50743.45498,6.652262058,0.520657317,0.191956124,0.793650794,0.009375781,0.421225383,0,0.078867671,0.017527716,0.258807992,0.668087387,0.642309019,0.550667492,0.656051315,0.442592575,0.488978566,0.465191722,0.427041363,0.254384917,0.204854086,0.25137434,0.244083815,0.456050267,0.511005719,0.479767554,0.557941206,0.22413793,0.30260761,0.450175307,0.507623785,0.167164927,0.602508382,0.402544211,0.493970134,0.037999052,0.04575934,0.033643073,0.100334396,0.816418976,0.901159862,0.902121554,0.906159259
329,NDIEDIENG,KAOLACK,10,Rainfed Groundnut and Cereals,17,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,31546.60241,3.550546135,32544.34902,3.648060646,32542.48869,3.59625248,35596.91482,3.919501742,0.890292328,0,0,0.017709809,0,0,0.06940355,0.043819289,0.035146764,0.756136934,0.743449238,0.65613675,0.678899368,0.577994847,0.683743318,0.300889248,0.530787988,0.282522002,0.250892806,0.289304999,0.284464968,0.631733797,0.619710857,0.686833277,0.802780236,0.22413793,0.166161327,0.412619006,0.364675922,0.308823524,0.855764584,0.653960431,0.481910329,0,0.090779257,0.062847303,0.294793865,0.836002671,0.896352453,0.904309099,0.904340362
330,NDANKH SENE,DIOURBEL,8,Rainfed Groundnut and Millet,40,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,13474.97046,3.952763407,13795.97339,4.044553911,14321.52051,4.159605142,15598.34832,4.480996357,1,0,0,0.007292274,0,0,0.002103138,0,0.039406978,0.817404597,0.805585154,0.964236786,0.814115523,0.747700725,0.998204659,0.672756669,0.737973573,0.272438154,0.233109918,0.243902178,0.211642075,0.42393727,0.541606024,0.557218688,0.520728968,0.275862121,0.272286235,0.324987488,0.269377316,0.661764654,0.602508382,0.567326703,0.566328965,0.00731664,0.243534934,0.042293837,0.146697159,0.653671638,0.806223715,0.856060571,0.788909891
331,GADE ESCALE,DIOURBEL,8,Rainfed Groundnut and Millet,39,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,5394.634592,4.221153828,5650.631055,4.397378253,6414.009785,4.983690587,6859.498237,5.264388517,1,0,0,0.005208767,0,0,0.002103138,0,0.040472032,0.854273725,0.866713629,0.89261376,0.835064505,0.705063066,0.875418713,0.856669361,0.76965146,0.27462077,0.229284284,0.254768774,0.229634771,0.387241101,0.475936264,0.481819042,0.649342848,0.068965557,0,0.249874812,0.094663283,0.529411826,0.506029939,0.455940671,0.626628137,0,0.296499683,0.006057662,0.050603237,0.6226949,0.801667968,0.865432524,0.788474545
332,KEUR NGALGOU,DIOURBEL,8,Rainfed Groundnut and Millet,40,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,12315.26349,3.314118269,13380.06432,3.571827102,13522.68473,3.589775611,14720.00197,3.8869823,0.976892531,0,0,0.005208767,0,0,0.003154707,0,0.069228475,0.842251183,0.820867273,0.852538971,0.770313107,0.642121759,0.900021946,0.755388759,0.604102519,0.245292932,0.208625638,0.224275036,0.207118291,0.390427957,0.490093445,0.520933625,0.527473573,0.137931011,0.075197105,0.187280903,0.30114358,0.661764654,0.614568332,0.653960431,0.566328965,0,0.339950764,0.08991133,0.218632085,0.643700277,0.819590883,0.876191707,0.809332672
333,NDINDY,DIOURBEL,8,Rainfed Groundnut and Millet,39,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,24033.42965,3.345876325,24432.51385,3.390108762,23703.23719,3.279816963,25706.43609,3.52336021,1,0,0,0.005208767,0,0,0.003154707,0,0.02769139,0.805028669,0.845562113,0.89431907,0.846491223,0.751853992,0.976272936,0.767790294,0.649671599,0.263465884,0.224889764,0.229742606,0.210967501,0.387154676,0.489658457,0.490385111,0.487665802,0.293103487,0.226804169,0.337506255,0.30114358,0.647058782,0.650747747,0.740594161,0.57838877,0.00426757,0.306485684,0.023928868,0.370616713,0.664518808,0.810829784,0.880068883,0.802118439
334,TAIBA MOUTOUPHA,DIOURBEL,8,Rainfed Groundnut and Millet,33,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,18123.21296,3.674617389,18808.6598,3.795129095,18678.04022,3.74684859,20236.39212,4.035977687,0.992734032,0,0,0.007292274,0,0,0.008412552,0,0.045797299,0.878953538,0.849633614,0.839749145,0.774122013,0.75366623,0.856073493,0.779928746,0.611320087,0.259341246,0.216431025,0.237960849,0.210882602,0.418736942,0.510572869,0.513873745,0.523079737,0.22413793,0.30260761,0.287431187,0.30114358,0.441176434,0.662807554,0.653960431,0.711046776,0.006529984,0.312799074,0.076279239,0.409519828,0.660386981,0.818705335,0.87633084,0.807072435
335,TOUBA LAPPE,DIOURBEL,8,Rainfed Groundnut and Millet,32,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,8785.118544,3.469636076,8959.906442,3.538667631,8810.48278,3.468694008,9383.676839,3.658353544,1,0,0,0.004167014,0,0,0.002103138,0,0.02449623,0.881524819,0.872107318,0.963930227,0.850300129,0.687316175,0.883230158,0.907194826,0.953307514,0.279931409,0.241341861,0.258223865,0.222925813,0.372832167,0.429773343,0.473791638,0.581273198,0.172413839,0.090357795,0.274912345,0.062897015,0.632352913,0.506029939,0.406435622,0.674867359,0.004423888,0.45925511,0.053889009,0.512688309,0.631429503,0.788830119,0.826164894,0.76317899
