fid,COMMUNE,REGION,LZCODE,LZNAME,DEM,aug_22,nov_dec_24,oct_24,recur,AEZclass,AEZclassname,popsum2021,popmean2021,popsum2022,popmean2022,popsum2023,popmean2023,popsum2024,popmean2024,Rainfed_percentage_scaled,Wetland_percentage_scaled,Bare_percentage_scaled,Impervious_percentage_scaled,Water_percentage_scaled,Irrigated_percentage_scaled,Shrubland_percentage_scaled,Forest_percentage_scaled,Grassland_percentage_scaled,Dry_LST_2021_scaled,Dry_LST_2022_scaled,Dry_LST_2023_scaled,Dry_LST_2024_scaled,Wet_LST_2021_scaled,Wet_LST_2022_scaled,Wet_LST_2023_scaled,Wet_LST_2024_scaled,Dry_NDVI_2021_scaled,Dry_NDVI_2022_scaled,Dry_NDVI_2023_scaled,Dry_NDVI_2024_scaled,Wet_NDVI_2021_scaled,Wet_NDVI_2022_scaled,Wet_NDVI_2023_scaled,Wet_NDVI_2024_scaled,Dry_VHI_M_2021_scaled,Dry_VHI_M_2022_scaled,Dry_VHI_M_2023_scaled,Dry_VHI_M_2024_scaled,Wet_VHI_M_2021_scaled,Wet_VHI_M_2022_scaled,Wet_VHI_M_2023_scaled,Wet_VHI_M_2024_scaled,Dry_precip_log_2021_scaled,Dry_precip_log_2022_scaled,Dry_precip_log_2023_scaled,Dry_precip_log_2024_scaled,Wet_precip_log_2021_scaled,Wet_precip_log_2022_scaled,Wet_precip_log_2023_scaled,Wet_precip_log_2024_scaled
336,DIAKHAO,FATICK,8,Rainfed Groundnut and Millet,13,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,4523.994179,6.064335361,4594.815548,6.069769548,4729.946839,6.166814653,4528.855865,5.858804482,0.854384927,0,0,0.056254688,0,0,0.026289224,0,0.118220935,0.866296266,0.762435643,0.745957086,0.780787598,0.686789783,0.562460428,0.717219078,0.729446717,0.257862352,0.228931296,0.254737318,0.260171036,0.413678184,0.48833114,0.657227509,0.57417474,0.137931011,0.226804169,0.324987488,0.412325274,0.397058827,0.747226191,0.542574253,0.723106581,0,0,0,0,0,0,0,0
337,DIAOULE,FATICK,8,Rainfed Groundnut and Millet,16,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,15121.36737,2.76088504,15002.57197,2.720321299,14864.95493,2.677887756,16050.87712,2.891528935,0.966331531,0,0,0.008334028,0,0,0.011567258,0,0.070293529,0.874311294,0.726477717,0.730609294,0.728415143,1,0.73077365,0.425552388,0.735195959,0.290718519,0.24551757,0.292825293,0.267436023,0.451859094,0.607042677,0.647629913,0.68818506,0.172413839,0.257125547,0.312468722,0.364675922,0.132352913,0.530149548,0.295049587,0.698986969,0.058079833,0.030768087,0.09230432,0.070563924,0.78226443,0.842256328,0.857656993,0.846027458
338,MBELLACADIAO,FATICK,8,Rainfed Groundnut and Millet,0,0.001008786,0.000565942,0.043436721,3,2,Tropics lowland; semi-arid with soil/terrain limitations,19433.88021,2.56282213,20832.20407,2.74396787,21397.30016,2.81617533,22412.02984,2.948951294,0.467852315,0.123400366,1,0.005208767,0.136761488,0,0.03995962,0.001095482,0.393004729,0.694774671,0.569836001,0.519289583,0.650043992,0.518930877,0.448381466,0.45650768,0.418451207,0.266986029,0.234485651,0.264353381,0.262516261,0.345997622,0.463981962,0.513086244,0.473257819,0.448275961,0.439053987,0.425137772,0.459974528,0.544117697,0.795465557,0.604455527,0.75928614,0.033193237,0.269976878,0.201295851,0.237147818,0.777571477,0.883923592,0.881895088,0.885642531
339,NDIOP,FATICK,8,Rainfed Groundnut and Millet,19,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,18330.87159,2.369247976,19439.94589,2.492300755,19546.50729,2.467993345,20570.26987,2.597256297,0.974780331,0,0,0.010417535,0,0,0.005257845,0,0.063903208,0.86148725,0.771425124,0.778357979,0.736032955,0.641913605,0.640560175,0.606063056,0.654949694,0.257748503,0.220620958,0.256509443,0.240827144,0.44692758,0.56516763,0.587433492,0.659163575,0.344827575,0.272286235,0.324987488,0.364675922,0.470588174,0.771345945,0.455940671,0.867824389,0,0.079597978,0.050601599,0.320214325,0.758085509,0.836246264,0.860050324,0.81721911
340,THIARE NDIALGUI,FATICK,8,Rainfed Groundnut and Millet,18,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,20348.931,2.421338767,20589.23667,2.421123786,20997.77953,2.453298228,22095.11047,2.581506072,0.918807029,0,0,0.010417535,0,0,0.017876672,0.001095482,0.1075704,0.868700775,0.761536695,0.726643762,0.759779956,0.575635918,0.775241804,0.408744273,0.666774618,0.272264675,0.233420051,0.270711598,0.255681071,0.45404404,0.557772124,0.62435711,0.702998044,0.206896568,0.24196486,0.287431187,0.364675922,0.499999912,0.711046774,0.505445575,0.783405752,0,0.113804378,0.013831659,0.285380656,0.763309601,0.843376862,0.844862981,0.831049313
341,BIGNARABE,KOLDA,10,Rainfed Groundnut and Cereals,55,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,11849.05571,4.182511722,12197.96371,4.284497262,12580.24746,4.412573646,12662.53397,4.43987867,0.0095049,0.009140768,0,0.002083507,0,0,0.139858669,0.922396039,0.011715588,0.63822248,0.643041449,0.473960115,0.791267418,0.065682753,0,0.046240905,0.028335956,0.668625391,0.607234018,0.866672944,0.529819567,0.852201374,0.828157318,0.915642994,0.72911406,0.879310455,0.545178807,0.725588478,0.571156318,0.720588305,0.373371935,0.728217787,0.457790717,0.112994115,0.04681789,0.634361199,0.114042908,1,0.908769255,0.976484662,0.965288314
342,BOUROUCO,KOLDA,10,Rainfed Groundnut and Cereals,50,0,8.14E-05,0,1,2,Tropics lowland; semi-arid with soil/terrain limitations,26748.0995,2.67480995,26884.24007,2.673452672,27426.87602,2.701090804,28184.6113,2.763197186,0.122507604,0,0,0.002083507,0,0,0.421679145,0.51049472,0.014910749,0.712898448,0.735757969,0.667633813,0.833488505,0.267227276,0.203117732,0.368464553,0.159716392,0.407233797,0.364574521,0.373798009,0.332623671,0.851665351,0.91775179,0.858588557,0.955683686,0.431034391,0.423893299,0.375062556,0.317026668,0.367647087,0.711046774,0.406435622,0.481910329,0.047235563,0.083680787,0.751178804,0.13826029,0.962998345,0.900782366,0.933959934,0.937015017
343,KOULINTO,KOLDA,10,Rainfed Groundnut and Cereals,53,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,12466.77828,2.404856921,12466.35223,2.395993126,12424.7122,2.382038382,12856.24611,2.460525572,0.0073927,0,0,0.001041753,0,0,0.171405737,0.897199947,0.009585481,0.68983622,0.650768098,0.523138786,0.800784353,0,0.04045567,0.080598222,0.072396377,0.478445901,0.51721252,0.51886741,0.420094708,0.968949586,0.869630853,0.994013298,0.807595596,0.551724143,0.317768301,0.425137772,0.444091444,0.720588305,0.686927164,0.641584206,0.264833542,0.254279481,0.177847981,0.510024353,0.164326862,0.993319398,0.91150329,0.982626168,0.966339134
344,NDORNA,KOLDA,10,Rainfed Groundnut and Cereals,52,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,19679.05526,2.861991747,19821.28513,2.86973869,19925.53325,2.866983202,20496.17265,2.940627353,0.0116171,0,0,0.001041753,0,0,0.12934298,0.93773279,0.009585481,0.69538168,0.589093378,0.574660947,0.85173201,0.045194527,0.108642611,0.18346281,0.088629598,0.537748556,0.570095488,0.605674176,0.402216545,0.988714888,0.848409538,0.968790877,1,0.448275961,0.530018119,0.324987488,0.285260496,0.397058827,0.723106581,0.604455527,0.421611157,0.107170263,0.177974944,0.086045889,0.116322545,0.980857877,0.898897264,0.96276164,0.94397178
345,DIOURBEL,DIOURBEL,8,Rainfed Groundnut and Millet,11,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,121181.0951,35.19636802,116321.851,33.77521807,118976.214,34.52588915,110314.2132,31.92886056,0.440393714,0,0,0.397949829,0,0,0.066248843,0.002190964,0.142717164,0.847861702,0.766031435,0.715234781,0.756528713,0.890841439,0.893612325,0.559579628,0.732994194,0.253227358,0.215297119,0.247061567,0.225589223,0.302239114,0.4516752,0.456459647,0.40959772,0.22413793,0.363250364,0.487731609,0.459974528,0.35294113,0.614568332,0.431188221,0.614568332,0,0.111638371,0.003893251,0.053891027,0.680385426,0.832399696,0.867605647,0.784674806
346,NDOULO,DIOURBEL,8,Rainfed Groundnut and Millet,29,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,16877.37423,5.249572079,18143.60381,5.471533115,18430.20577,5.485180289,19802.8743,5.865780301,0.970555931,0,0,0.010417535,0,0,0.017876672,0.001095482,0.05538278,0.8826473,0.79809392,0.851980733,0.795070995,0.70252511,0.822386762,0.713177041,0.7164393,0.272115597,0.208798977,0.244241684,0.229277092,0.369182872,0.525984348,0.600958512,0.541462018,0.293103487,0.24196486,0.312468722,0.491740701,0.735294174,0.614568332,0.678712884,0.73516653,0.004977119,0.103067297,0.008934208,0.363225729,0.663787155,0.82388535,0.87505988,0.801729106
347,NGOHE,DIOURBEL,8,Rainfed Groundnut and Millet,21,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,40763.3717,4.887108465,45249.98059,5.360101942,46699.34693,5.499216549,48677.91915,5.724120314,0.962107131,0,0,0.013542795,0,0,0.018928241,0.001095482,0.059642994,0.863090255,0.792100932,0.774947358,0.796975447,0.790175146,0.852325344,0.460549717,0.660539658,0.278384211,0.231184888,0.273983316,0.26401061,0.440765325,0.65013961,0.66190157,0.542364246,0.327586212,0.317768301,0.500250375,0.444091444,0.441176434,0.723106581,0.666336659,0.711046776,0,0.256826402,0.035113948,0.316261914,0.720249838,0.845876472,0.861774742,0.808889882
348,PATTAR,DIOURBEL,8,Rainfed Groundnut and Millet,26,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,26527.29714,5.130012985,27506.01193,5.215398545,28677.88809,5.394636585,30195.14254,5.675778673,0.957882731,0,0,0.011459288,0,0,0.007360983,0,0.078813956,0.838243669,0.760441864,0.757894257,0.760790842,0.789087127,0.848592906,0.720250606,0.709344346,0.25759614,0.199519199,0.243116093,0.225793138,0.328648571,0.510677886,0.560640597,0.524689831,0.258620655,0.226804169,0.350025021,0.459974528,0.617647044,0.662807554,0.455940671,0.795465557,0,0.044477776,0.02267639,0.349813781,0.683584068,0.83690845,0.883392711,0.799034379
349,TOCKY GARE,DIOURBEL,8,Rainfed Groundnut and Millet,25,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,29394.14537,4.144106213,30370.42145,4.225743906,30630.16879,4.136417122,32649.8461,4.375481922,0.974780331,0,0,0.007292274,0,0,0.007360983,0,0.066033315,0.836297576,0.747872683,0.733823346,0.773169786,0.832231355,0.741994532,0.626273242,0.663167315,0.249033868,0.202927817,0.247927466,0.23553264,0.363437525,0.540779676,0.587266734,0.599145882,0.31034485,0.166161327,0.36254379,0.39644219,0.338235261,0.723106581,0.344554491,0.916063756,0.053725248,0.173235639,0.128394161,0.319965383,0.723897494,0.841853216,0.876529759,0.808058823
350,TOURE MBONDE,DIOURBEL,8,Rainfed Groundnut and Millet,21,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,19785.32769,3.489475784,21162.55173,3.692645564,21222.2983,3.626503468,23242.4456,3.914187538,0.994846232,0,0,0.008334028,0,0,0.011567258,0,0.040472032,0.847234849,0.808281999,0.816456757,0.78554873,0.975101576,0.841682246,0.739787119,0.631299845,0.270166583,0.2171098,0.262221712,0.231538515,0.397046055,0.59328898,0.583518613,0.496105442,0.293103487,0.21164339,0.450175307,0.380559102,0.588235304,0.638687942,0.530198025,0.711046776,0,0.244431459,0.105686803,0.380071723,0.662763851,0.81679969,0.873262321,0.798710126
351,DYA,KAOLACK,10,Rainfed Groundnut and Cereals,3,0.00300448,0.000449569,0.009672389,3,2,Tropics lowland; semi-arid with soil/terrain limitations,28369.38365,5.06415274,31038.61635,5.514055134,32827.33911,5.823547829,35050.37806,6.201411546,0.722372423,0.073126143,1,0.007292274,0.032822757,0,0.030495499,0.001095482,0.213010693,0.829026387,0.698141351,0.748764973,0.704222392,0.515727089,0.460721224,0.418613581,0.449868577,0.276923154,0.239422049,0.269273385,0.267260401,0.45675197,0.614613427,0.626400981,0.650483175,0.293103487,0.332928989,0.425137772,0.428208359,0.529411826,0.650747747,0.604455527,0.686927164,0,0.02431826,0.028712939,0.056194372,0.806172816,0.885032459,0.881791528,0.887218337
352,GANDIAYE,KAOLACK,10,Rainfed Groundnut and Cereals,16,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,20349.07536,10.84705509,20727.04136,11.04264324,21674.80113,11.54757652,21439.52301,11.41614644,0.821645826,0,0,0.064588716,0,0,0.077816102,0.004381929,0.086269331,0.853472222,0.674338724,0.739135845,0.723654011,0.609635923,0.489524698,0.559579628,0.371151509,0.304029572,0.275141222,0.339143829,0.298957854,0.542520976,0.69533639,0.73776757,0.730995689,0.413793029,0.363250364,0.637956961,0.475857616,0.544117697,0.855764584,0.5178218,0.795465557,0,0.006445215,0.006478249,0,0.750934572,0.85189081,0.842445667,0.849932463
353,NDIEBEL,KAOLACK,10,Rainfed Groundnut and Cereals,26,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,20378.42139,4.710684556,21349.82606,4.844525995,21479.89263,4.771188945,23942.19142,5.318123372,0.981116931,0,0,0.009375781,0,0,0.018928241,0.002190964,0.043667192,0.891142852,0.714791391,0.736098722,0.736032955,0.616403806,0.678409536,0.415412757,0.7164393,0.293643223,0.259113606,0.296028265,0.275409029,0.485939149,0.649708159,0.640531856,0.728136685,0.241379293,0.287446923,0.425137772,0.30114358,0.294117652,0.602508382,0.542574253,0.819585167,0,0.01582669,0.014840818,0.023585647,0.775820394,0.858268592,0.849012382,0.851330965
354,SIBASSOR,KAOLACK,10,Rainfed Groundnut and Cereals,9,0.004229004,0,0.01241353,2,2,Tropics lowland; semi-arid with soil/terrain limitations,12258.13596,11.46691858,12494.48689,11.43136953,14057.99725,12.72216946,13988.97095,12.64825584,0.712867523,0.059414991,0.491307634,0.048962414,0.016411379,0,0.055733154,0.002190964,0.19064457,0.807786563,0.671641879,0.710145572,0.709370614,0.428933462,0.397887499,0.62930477,0.489400753,0.294625872,0.260633838,0.279010175,0.283095321,0.542465727,0.635477153,0.691188241,0.687892482,0.396551666,0.439053987,0.425137772,0.412325274,0.632352913,0.626628137,0.579702929,0.686927164,0,0,0,0,0,0,0,0
355,THIOMBY,KAOLACK,10,Rainfed Groundnut and Cereals,0,0.001553516,0.004960359,0.067443807,3,2,Tropics lowland; semi-arid with soil/terrain limitations,28528.71871,4.475795216,30051.4178,4.708039762,30175.27247,4.727443596,32250.84729,5.0526159,0.516432917,0.08226691,0.585789872,0.006250521,0.361050328,0,0.086228653,0.005477411,0.318450986,0.775223704,0.611412353,0.635623518,0.696039444,0.491874769,0.328534679,0.486822959,0.413721237,0.300520847,0.270247116,0.312917282,0.292776797,0.494344369,0.663365458,0.711843243,0.635963586,0.379310304,0.378411233,0.487731609,0.428208359,0.544117697,0.747226191,0.530198025,0.783405752,0,0.029386416,0.027622462,0.079336018,0.774473225,0.877942651,0.876205965,0.875126638
356,NDANGALMA,DIOURBEL,8,Rainfed Groundnut and Millet,19,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,37463.62276,8.964733851,38532.1557,8.944325835,40401.05244,9.360762846,39952.518,9.222649584,0.93042413,0,0,0.041670139,0,0,0.008412552,0,0.074553743,0.801374541,0.819069376,0.849981006,0.823637788,0.917651829,0.880385403,0.927405012,0.809856203,0.258942942,0.243849128,0.259114808,0.244705827,0.38204761,0.440006264,0.514164354,0.531128632,0.189655202,0.257125547,0.287431187,0.475857616,0.441176434,0.747226191,0.604455527,0.711046776,0.007957233,0.730320957,0.197343473,0.217668954,0.735203667,0.883442606,0.9029183,0.838994746
357,NDONDOL,DIOURBEL,8,Rainfed Groundnut and Millet,18,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,21153.58462,5.514490254,21219.01495,5.375985546,21079.71735,5.317789442,22186.75514,5.59282963,0.972668131,0,0,0.02396033,0,0,0.003154707,0,0.05538278,0.825241513,0.802667897,0.856802246,0.825542241,0.891266937,0.617293299,0.511075182,0.842404368,0.257607253,0.233588027,0.253752556,0.242196298,0.435746309,0.451922143,0.579879402,0.49229678,0.155172373,0.181322015,0.237356046,0.507623785,0.470588174,0.662807554,0.653960431,0.783405752,0.009947227,0.758618959,0.159410774,0.680007573,0.749105558,0.892261222,0.89289283,0.839391238
358,NGOYE,DIOURBEL,8,Rainfed Groundnut and Millet,17,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,46363.61058,5.167589231,50620.4978,5.590954031,52197.34144,5.692185544,53598.17741,5.792518903,1,0,0,0.021876823,0,0,0.00946412,0.001095482,0.018105909,0.85587673,0.833201604,0.80554315,0.804593259,0.910129904,0.977633043,0.440339531,0.74205997,0.287601772,0.256705066,0.286408489,0.280654243,0.458511945,0.553509179,0.694041833,0.560090995,0.293103487,0.317768301,0.36254379,0.587039402,0.602941176,0.867824389,0.864356418,0.891944143,0,0.422207267,0.022179639,0.441808272,0.742925656,0.869760443,0.88116751,0.826333223
359,THIAKHAR,DIOURBEL,8,Rainfed Groundnut and Millet,33,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,31108.66792,4.805169589,31765.97285,4.864620651,32556.21874,4.93575178,33951.88484,5.021725312,0.996958432,0,0,0.012501042,0,0,0.010515689,0.001095482,0.034081711,0.860961114,0.80738305,0.776652669,0.788405409,0.778156196,0.880385403,0.579789814,0.665000879,0.26342157,0.227023526,0.26489378,0.244596838,0.479335296,0.586196033,0.647401062,0.55597338,0.275862121,0.181322015,0.375062556,0.444091444,0.397058827,0.747226191,0.666336659,0.698986969,0,0.390137765,0.087316084,0.421263432,0.702154282,0.839400146,0.878417971,0.827660941
360,GUINGUINEO,KAOLACK,10,Rainfed Groundnut and Cereals,22,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,15760.37886,23.27973243,15207.36343,22.46287064,15844.36848,23.36927504,15112.13496,22.25645797,0.416103413,0,0,0.408367364,0,0,0.143013376,0,0.082009117,0.943240533,0.796595673,0.694797781,0.732224049,0.828915315,0.692435638,0.495917542,0.605285011,0.288595717,0.245477628,0.286382226,0.279188063,0.405887946,0.52128624,0.480945621,0.564219304,0.465517323,0.272286235,0.487731609,0.55527323,0.647058782,1,0.777722837,0.723106581,0,0,0,0,0,0,0,0
361,MBOSS,KAOLACK,10,Rainfed Groundnut and Cereals,23,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,5497.311205,6.183702142,5709.755183,6.422671747,6049.763639,6.805133452,5981.158607,6.667958313,0.678016222,0,0,0.032294358,0,0,0.006309414,0,0.340817109,0.937630014,0.828957806,0.794558425,0.775074239,0.754807002,0.683084904,0.581810833,0.587547625,0.266316068,0.187764899,0.264290407,0.249820639,0.274083503,0.460075212,0.584612251,0.584678182,0.413793029,0.24196486,0.600400659,0.650571744,0.308823524,0.904003806,0.468316897,0.542209356,0,0.093412837,0.043003619,0,0.785914271,0.803685778,0.890210207,0.835205409
362,DARA MBOSS,KAOLACK,10,Rainfed Groundnut and Cereals,33,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,7653.206738,2.05014914,7961.745734,2.132800893,7747.483722,2.069859397,8074.637078,2.141245579,0.656894221,0,0,0.004167014,0,0,0.01997981,0,0.375963873,0.94243903,0.825511839,0.746809741,0.767456428,0.674405173,0.602459013,0.519741913,0.613562459,0.29519932,0.199938891,0.27703413,0.276798785,0.325483986,0.52703576,0.573615112,0.602465566,0.22413793,0.181322015,0.437656541,0.491740701,0.323529392,0.711046774,0.5178218,0.674867359,0,0.076061347,0.151787545,0.091798572,0.809097032,0.840244425,0.881744593,0.852193991
363,GAGNICK,KAOLACK,10,Rainfed Groundnut and Cereals,22,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,9204.451455,4.722653389,9646.511394,4.891740058,10700.44343,5.310393763,11218.0282,5.480228723,0.93781683,0,0,0.007292274,0,0,0.010515689,0,0.100115026,0.945645042,0.781313554,0.713556193,0.736032955,0.784247291,0.629785717,0.41305578,0.501225677,0.297610352,0.240449081,0.305316266,0.297888396,0.432123842,0.606295712,0.697744729,0.680405571,0.362068938,0.151000637,0.375062556,0.459974528,0.294117652,0.916063756,0.666336659,0.783405752,0.004658191,0.042891632,0.079239533,0.042251093,0.803937036,0.862107933,0.881755761,0.868723542
364,NGUELOU,KAOLACK,10,Rainfed Groundnut and Cereals,31,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,13738.06617,2.239658652,13848.21005,2.251741471,13783.6137,2.229636638,14510.2902,2.327605101,0.92936803,0,0,0.004167014,0,0,0.007360983,0,0.116090828,0.921599958,0.786707243,0.741464537,0.770313107,0.664455771,1,0.49797761,0.553255344,0.2646893,0.219816632,0.255090498,0.245998631,0.40325936,0.471916304,0.624033237,0.620517576,0.08620692,0.120679171,0.337506255,0.285260496,0.544117697,0.92812356,0.505445575,0.976362782,0,0.063802346,0.086598821,0.080888141,0.780577795,0.813314121,0.87450982,0.833760187
365,OUROUR,KAOLACK,10,Rainfed Groundnut and Cereals,31,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,16502.39164,4.096919473,17446.74592,4.207076423,17694.5214,4.199981344,18830.13233,4.446312238,0.879731328,0,0,0.005208767,0,0,0.010515689,0.001095482,0.15975802,0.891142852,0.74445668,0.746809741,0.722701785,0.806581303,0.472693376,0.421139854,0.689241974,0.265361227,0.223116643,0.252039426,0.249800256,0.463193197,0.563867777,0.674255646,0.677191103,0.068965557,0.21164339,0.199799669,0.317026668,0.294117652,0.662807554,0.505445575,0.75928614,0.017689255,0.0484416,0.097072931,0.076185749,0.793086551,0.853936232,0.865760347,0.848756267
366,PANAL OUOLOF,KAOLACK,10,Rainfed Groundnut and Cereals,25,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,9303.090694,2.661828525,9387.573519,2.673760615,9163.69952,2.581323808,9567.332328,2.671692915,0.681184522,0,0,0.005208767,0,0,0.008412552,0,0.363183232,0.921599958,0.823342423,0.850833661,0.816019976,0.713184525,0.706061548,0.633069319,0.53670045,0.276094358,0.208652112,0.268731043,0.246103785,0.348089239,0.472822858,0.600747944,0.588956363,0.327586212,0.21164339,0.387581323,0.428208359,0.397058827,0.940183365,0.480693124,0.831644972,0,0.057912445,0.08634701,0.081432213,0.777105984,0.790935099,0.887878264,0.825562452
