fid,region,departemen,com_arrt_v,commune,arrondisse,shape_leng,shape_area,superficie,censusname,geo1_sn2013,geo2_sn2013,geo3_sn2013,cell,chsurv,yrschool,migrated,emp_cat1,emp_cat2,emp_cat3,empd_cat1,empd_cat2,empd_cat3,empd_cat4,empd_cat5,empd_cat6,empd_cat7,empd_cat8,z_chsurv,z_yrschool,z_migrated,z_emp_cat1,kmg3,kmg4,kmg5,kmg6,kmg7,_merge
414,KAOLACK,NIORO,PAOSKOTO,PAOS KOTO,PAOSKOTO,.60833019,.0094457828,112.98712,"paoskoto, nioro",kaolack,nioro du rip,"paoskoto, nioro",.83989084,4.2220507,1.5857495,.2699075,.25273687,.086045384,.66121775,.25940672,.18717521,.0024865177,.061238118,.12800059,.25720149,.0018165691,.016011128,1.3080209,-.38240117,.15340891,-.30617303,1,4,2,2,3,Matched (3)
412,KAOLACK,NIORO,PAOSKOTO,DAROU SALAM,PAOSKOTO,.65830988,.016891936,202.05696,"paoskoto, nioro",kaolack,nioro du rip,"paoskoto, nioro",.83989084,4.2220507,1.5857495,.2699075,.25273687,.086045384,.66121775,.25940672,.18717521,.0024865177,.061238118,.12800059,.25720149,.0018165691,.016011128,1.3080209,-.38240117,.15340891,-.30617303,1,4,2,2,3,Matched (3)
17,KAOLACK,NIORO,NIORO,NIORO,,.13344438,.00086542626,10.355238,"paoskoto, nioro",kaolack,nioro du rip,"paoskoto, nioro",.83989084,4.2220507,1.5857495,.2699075,.25273687,.086045384,.66121775,.25940672,.18717521,.0024865177,.061238118,.12800059,.25720149,.0018165691,.016011128,1.3080209,-.38240117,.15340891,-.30617303,1,4,2,2,3,Matched (3)
551,DAKAR,KEUR MASSAR,YEUMBEUL,YEUMBEUL NORD,YEUMBEUL,.12191024,.00064822269,7.7216601,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
421,DAKAR,PIKINE,VILLE DE PIKINE,DALIFORT,PIKINE DAGOUDANE,.076852873,.00025453302,3.0325732,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
425,DAKAR,PIKINE,VILLE DE PIKINE,PIKINE EST,PIKINE DAGOUDANE,.035981759,.000064620253,.76984602,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
424,DAKAR,PIKINE,VILLE DE PIKINE,GUINAW RAIL SUD,PIKINE DAGOUDANE,.047553744,.00010823733,1.2895319,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
513,DAKAR,PIKINE,VILLE DE PIKINE,THIAROYE GARE,THIAROYE,.052737698,.00013485888,1.6066272,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
511,DAKAR,PIKINE,VILLE DE PIKINE,DIAMAGUENE SICAP MBAO,THIAROYE,.093590908,.00043745831,5.2116284,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
267,DAKAR,KEUR MASSAR,MALIKA,KEUR MASSAR NORD,MALIKA,.24194156,.001440638,17.160337,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
427,DAKAR,PIKINE,VILLE DE PIKINE,PIKINE OUEST,PIKINE DAGOUDANE,.05556136,.00016731789,1.9933803,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
426,DAKAR,PIKINE,VILLE DE PIKINE,PIKINE NORD,PIKINE DAGOUDANE,.041236162,.00010145973,1.2087082,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
514,DAKAR,PIKINE,VILLE DE PIKINE,THIAROYE SUR MER,THIAROYE,.11679229,.00029883464,3.5603702,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
515,DAKAR,PIKINE,VILLE DE PIKINE,TIVAOUANE DIACKSAO,THIAROYE,.047558684,.000094050381,1.1204973,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
552,DAKAR,KEUR MASSAR,YEUMBEUL,YEUMBEUL SUD,YEUMBEUL,.075027622,.00018235784,2.1723952,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
512,DAKAR,PIKINE,VILLE DE PIKINE,MBAO,THIAROYE,.19253986,.0016712704,19.911491,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
268,DAKAR,KEUR MASSAR,MALIKA,MALIKA,MALIKA,.12271865,.00065981445,7.8591309,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
422,DAKAR,PIKINE,VILLE DE PIKINE,DJIDAH THIAROYE KAO,PIKINE DAGOUDANE,.076459318,.0001944606,2.3165786,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
423,DAKAR,PIKINE,VILLE DE PIKINE,GUINAW RAIL NORD,PIKINE DAGOUDANE,.031891327,.000053893724,.64206874,pikine dagoudane,dakar,pikine,pikine dagoudane,.89607584,3.5907187,3.8130786,.2119047,.3735843,.070613839,.55580187,.16424038,.31222668,.0083202058,.050695993,.1207272,.25081885,.002324268,.023882696,-.91905087,1.202919,-1.1002333,1.4771202,3,2,3,6,4,Matched (3)
431,SAINT LOUIS,SAINT LOUIS,RAO,NDIEBENE GANDIOLE,RAO,.59864277,.013082709,155.04599,"rao, saint-louis, mpal",saint louis,saint louis,"rao, saint-louis, mpal",.86446917,3.8120499,3.4799652,.341519,.30284351,.045256138,.65190035,.20737664,.24004084,.0044291308,.031441942,.15095967,.26896587,.0035915049,.026627731,-.13828835,.9658227,1.7011824,.433229,3,3,5,3,2,Matched (3)
429,SAINT LOUIS,SAINT LOUIS,RAO,FASS NGOM,RAO,.9373492,.024823088,294.07263,"rao, saint-louis, mpal",saint louis,saint louis,"rao, saint-louis, mpal",.86446917,3.8120499,3.4799652,.341519,.30284351,.045256138,.65190035,.20737664,.24004084,.0044291308,.031441942,.15095967,.26896587,.0035915049,.026627731,-.13828835,.9658227,1.7011824,.433229,3,3,5,3,2,Matched (3)
428,SAINT LOUIS,SAINT LOUIS,RAO,MPAL,RAO,.19926532,.00092077674,10.910296,"rao, saint-louis, mpal",saint louis,saint louis,"rao, saint-louis, mpal",.86446917,3.8120499,3.4799652,.341519,.30284351,.045256138,.65190035,.20737664,.24004084,.0044291308,.031441942,.15095967,.26896587,.0035915049,.026627731,-.13828835,.9658227,1.7011824,.433229,3,3,5,3,2,Matched (3)
452,SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,SAINT LOUIS,,.58754998,.0018563668,21.984524,"rao, saint-louis, mpal",saint louis,saint louis,"rao, saint-louis, mpal",.86446917,3.8120499,3.4799652,.341519,.30284351,.045256138,.65190035,.20737664,.24004084,.0044291308,.031441942,.15095967,.26896587,.0035915049,.026627731,-.13828835,.9658227,1.7011824,.433229,3,3,5,3,2,Matched (3)
430,SAINT LOUIS,SAINT LOUIS,RAO,GANDON,RAO,1.7136558,.03631781,430.16486,"rao, saint-louis, mpal",saint louis,saint louis,"rao, saint-louis, mpal",.86446917,3.8120499,3.4799652,.341519,.30284351,.045256138,.65190035,.20737664,.24004084,.0044291308,.031441942,.15095967,.26896587,.0035915049,.026627731,-.13828835,.9658227,1.7011824,.433229,3,3,5,3,2,Matched (3)
433,DAKAR,RUFISQUE,VILLE DE RUFISQUE,RUFISQUE EST,RUFISQUE EST,.14128408,.00064358878,7.6685743,rufisque,dakar,rufisque,rufisque,.90892887,3.6384141,4.4826202,.25070509,.33983928,.06789539,.59226531,.17128104,.28163126,.0092437323,.047022462,.12554339,.28027597,.00045213907,.028886663,-.75080168,1.6794708,-.26162198,.97915947,3,3,3,6,4,Matched (3)
435,DAKAR,RUFISQUE,VILLE DE RUFISQUE,RUFISQUE OUEST,RUFISQUE EST,.11843467,.00066628726,7.9387035,rufisque,dakar,rufisque,rufisque,.90892887,3.6384141,4.4826202,.25070509,.33983928,.06789539,.59226531,.17128104,.28163126,.0092437323,.047022462,.12554339,.28027597,.00045213907,.028886663,-.75080168,1.6794708,-.26162198,.97915947,3,3,3,6,4,Matched (3)
434,DAKAR,RUFISQUE,VILLE DE RUFISQUE,RUFISQUE NORD,RUFISQUE EST,.095956683,.00059287035,7.0639215,rufisque,dakar,rufisque,rufisque,.90892887,3.6384141,4.4826202,.25070509,.33983928,.06789539,.59226531,.17128104,.28163126,.0092437323,.047022462,.12554339,.28027597,.00045213907,.028886663,-.75080168,1.6794708,-.26162198,.97915947,3,3,3,6,4,Matched (3)
438,KEDOUGOU,SARAYA,SABODALA,SABODALA,SABODALA,2.1439178,.14142406,1696.2075,sabodola,kedougou,saraya,sabodola,.81372547,3.4206009,1.2921691,.36963582,.28004807,.13401443,.5859375,.35251483,.18132697,.0050584781,.081713878,.1393027,.12607284,.0097278422,.0035020232,-1.5191547,-.5913595,2.3088846,.096846588,3,3,5,3,2,Matched (3)
437,KEDOUGOU,SARAYA,SABODALA,MISSIRAH SIRIMANA,SABODALA,1.843293,.14102435,1691.4825,sabodola,kedougou,saraya,sabodola,.81372547,3.4206009,1.2921691,.36963582,.28004807,.13401443,.5859375,.35251483,.18132697,.0050584781,.081713878,.1393027,.12607284,.0097278422,.0035020232,-1.5191547,-.5913595,2.3088846,.096846588,3,3,5,3,2,Matched (3)
436,KEDOUGOU,SARAYA,SABODALA,KHOSSANTO,SABODALA,1.2316024,.064251758,770.63251,sabodola,kedougou,saraya,sabodola,.81372547,3.4206009,1.2921691,.36963582,.28004807,.13401443,.5859375,.35251483,.18132697,.0050584781,.081713878,.1393027,.12607284,.0097278422,.0035020232,-1.5191547,-.5913595,2.3088846,.096846588,3,3,5,3,2,Matched (3)
443,LOUGA,LINGUERE,SAGATTA DJOLOF,SAGATTA DJOLOF,SAGATTA DJOLOF,.77055633,.030271737,359.91223,"sagatta djolof, dahra",louga,linguere,"sagatta djolof, dahra",.80231977,3.6898298,1.6442699,.2326569,.29515147,.12678288,.57806563,.20956635,.23329765,.0025489691,.097664483,.12009582,.22126959,.0010916953,.01775635,-.56942892,-.34074876,-.65170628,.31972089,2,2,1,1,1,Matched (3)
445,LOUGA,KEBEMER,SAGATTA,KANENE NDIOB,SAGATTA,.44405499,.01106758,131.48186,"sagatta djolof, dahra",louga,linguere,"sagatta djolof, dahra",.80231977,3.6898298,1.6442699,.2326569,.29515147,.12678288,.57806563,.20956635,.23329765,.0025489691,.097664483,.12009582,.22126959,.0010916953,.01775635,-.56942892,-.34074876,-.65170628,.31972089,2,2,1,1,1,Matched (3)
446,LOUGA,KEBEMER,SAGATTA,LORO,SAGATTA,.61305296,.011739838,139.49098,"sagatta djolof, dahra",louga,linguere,"sagatta djolof, dahra",.80231977,3.6898298,1.6442699,.2326569,.29515147,.12678288,.57806563,.20956635,.23329765,.0025489691,.097664483,.12009582,.22126959,.0010916953,.01775635,-.56942892,-.34074876,-.65170628,.31972089,2,2,1,1,1,Matched (3)
442,LOUGA,LINGUERE,SAGATTA DJOLOF,DEALY,SAGATTA DJOLOF,1.4604053,.096096478,1143.4561,"sagatta djolof, dahra",louga,linguere,"sagatta djolof, dahra",.80231977,3.6898298,1.6442699,.2326569,.29515147,.12678288,.57806563,.20956635,.23329765,.0025489691,.097664483,.12009582,.22126959,.0010916953,.01775635,-.56942892,-.34074876,-.65170628,.31972089,2,2,1,1,1,Matched (3)
448,LOUGA,KEBEMER,SAGATTA,SAGATTA GUETH,SAGATTA,.56949872,.015606981,185.50464,"sagatta djolof, dahra",louga,linguere,"sagatta djolof, dahra",.80231977,3.6898298,1.6442699,.2326569,.29515147,.12678288,.57806563,.20956635,.23329765,.0025489691,.097664483,.12009582,.22126959,.0010916953,.01775635,-.56942892,-.34074876,-.65170628,.31972089,2,2,1,1,1,Matched (3)
440,LOUGA,LINGUERE,SAGATTA DJOLOF,AFFE DJOLOF,SAGATTA DJOLOF,.67248082,.024874292,295.83887,"sagatta djolof, dahra",louga,linguere,"sagatta djolof, dahra",.80231977,3.6898298,1.6442699,.2326569,.29515147,.12678288,.57806563,.20956635,.23329765,.0025489691,.097664483,.12009582,.22126959,.0010916953,.01775635,-.56942892,-.34074876,-.65170628,.31972089,2,2,1,1,1,Matched (3)
447,LOUGA,KEBEMER,SAGATTA,NGOURANE OUOLOF,SAGATTA,.51036561,.010278006,122.06232,"sagatta djolof, dahra",louga,linguere,"sagatta djolof, dahra",.80231977,3.6898298,1.6442699,.2326569,.29515147,.12678288,.57806563,.20956635,.23329765,.0025489691,.097664483,.12009582,.22126959,.0010916953,.01775635,-.56942892,-.34074876,-.65170628,.31972089,2,2,1,1,1,Matched (3)
441,LOUGA,LINGUERE,SAGATTA DJOLOF,BOULAL,SAGATTA DJOLOF,1.1353103,.062399715,741.19434,"sagatta djolof, dahra",louga,linguere,"sagatta djolof, dahra",.80231977,3.6898298,1.6442699,.2326569,.29515147,.12678288,.57806563,.20956635,.23329765,.0025489691,.097664483,.12009582,.22126959,.0010916953,.01775635,-.56942892,-.34074876,-.65170628,.31972089,2,2,1,1,1,Matched (3)
449,LOUGA,KEBEMER,SAGATTA,THIOLOM FALL,SAGATTA,.69401145,.018902345,224.58665,"sagatta djolof, dahra",louga,linguere,"sagatta djolof, dahra",.80231977,3.6898298,1.6442699,.2326569,.29515147,.12678288,.57806563,.20956635,.23329765,.0025489691,.097664483,.12009582,.22126959,.0010916953,.01775635,-.56942892,-.34074876,-.65170628,.31972089,2,2,1,1,1,Matched (3)
439,LOUGA,LINGUERE,DAHRA,DAHRA,,.20302862,.0021394875,25.420084,"sagatta djolof, dahra",louga,linguere,"sagatta djolof, dahra",.80231977,3.6898298,1.6442699,.2326569,.29515147,.12678288,.57806563,.20956635,.23329765,.0025489691,.097664483,.12009582,.22126959,.0010916953,.01775635,-.56942892,-.34074876,-.65170628,.31972089,2,2,1,1,1,Matched (3)
444,LOUGA,LINGUERE,SAGATTA DJOLOF,THIAMENE PASSE,SAGATTA DJOLOF,1.2397791,.044706177,531.20837,"sagatta djolof, dahra",louga,linguere,"sagatta djolof, dahra",.80231977,3.6898298,1.6442699,.2326569,.29515147,.12678288,.57806563,.20956635,.23329765,.0025489691,.097664483,.12009582,.22126959,.0010916953,.01775635,-.56942892,-.34074876,-.65170628,.31972089,2,2,1,1,1,Matched (3)
450,KAFFRINE,MALEM HODDAR,SAGNA,DIANKE SOUF,SAGNA,.94395435,.037347548,445.94568,"sagna, malem hoddar",kaffrine,malem hoddar,"sagna, malem hoddar",.79608005,4.1371036,.7833457,.27954835,.26411426,.075961858,.65992385,.27746326,.19083227,.0023324913,.052552741,.16281848,.20506856,.00016774439,.0218869,1.0083635,-.95351881,.36178106,-.13828176,1,1,4,2,3,Matched (3)
451,KAFFRINE,MALEM HODDAR,SAGNA,SAGNA,SAGNA,1.4363897,.048063088,574.25195,"sagna, malem hoddar",kaffrine,malem hoddar,"sagna, malem hoddar",.79608005,4.1371036,.7833457,.27954835,.26411426,.075961858,.65992385,.27746326,.19083227,.0023324913,.052552741,.16281848,.20506856,.00016774439,.0218869,1.0083635,-.95351881,.36178106,-.13828176,1,1,4,2,3,Matched (3)
266,KAFFRINE,MALEM HODDAR,MALEM HODDAR,MALEM HODDAR,,.26796708,.0047933646,57.269688,"sagna, malem hoddar",kaffrine,malem hoddar,"sagna, malem hoddar",.79608005,4.1371036,.7833457,.27954835,.26411426,.075961858,.65992385,.27746326,.19083227,.0023324913,.052552741,.16281848,.20506856,.00016774439,.0218869,1.0083635,-.95351881,.36178106,-.13828176,1,1,4,2,3,Matched (3)
453,LOUGA,LOUGA,SAKAL,LEONA,SAKAL,.87846977,.036130801,428.51688,sakal,louga,louga,sakal,.78063118,3.8529644,1.1274112,.20916097,.28187251,.1310757,.58705181,.22521235,.21839134,.0043215249,.097234309,.14862958,.20048788,.0013890616,.013890615,.0060408153,-.70862722,-1.1595351,.12376904,2,2,1,1,7,Matched (3)
455,LOUGA,LOUGA,SAKAL,SAKAL,SAKAL,1.0238457,.041323535,489.83023,sakal,louga,louga,sakal,.78063118,3.8529644,1.1274112,.20916097,.28187251,.1310757,.58705181,.22521235,.21839134,.0043215249,.097234309,.14862958,.20048788,.0013890616,.013890615,.0060408153,-.70862722,-1.1595351,.12376904,2,2,1,1,7,Matched (3)
454,LOUGA,LOUGA,SAKAL,NGUEUNE SARR,SAKAL,.72376329,.021753255,258.01059,sakal,louga,louga,sakal,.78063118,3.8529644,1.1274112,.20916097,.28187251,.1310757,.58705181,.22521235,.21839134,.0043215249,.097234309,.14862958,.20048788,.0013890616,.013890615,.0060408153,-.70862722,-1.1595351,.12376904,2,2,1,1,7,Matched (3)
459,SAINT LOUIS,PODOR,SALDE,PETE,SALDE,.071934834,.00032310101,3.8249235,"salde, mboumba, galoya toucouleur, pete, walalde",saint louis,podor,"salde, mboumba, galoya toucouleur, pete, walalde",.73908621,3.9664321,1.5203589,.2360712,.18992025,.12827547,.6818043,.24147052,.14406011,.0051273378,.092173383,.14181885,.21400918,.0019372978,.016424362,.4063068,-.42894346,-.57791132,-1.2331307,1,1,1,4,7,Matched (3)
457,SAINT LOUIS,PODOR,SALDE,BOKE DIALLOUBE,SALDE,3.2245266,.20617485,2444.5344,"salde, mboumba, galoya toucouleur, pete, walalde",saint louis,podor,"salde, mboumba, galoya toucouleur, pete, walalde",.73908621,3.9664321,1.5203589,.2360712,.18992025,.12827547,.6818043,.24147052,.14406011,.0051273378,.092173383,.14181885,.21400918,.0019372978,.016424362,.4063068,-.42894346,-.57791132,-1.2331307,1,1,1,4,7,Matched (3)
456,SAINT LOUIS,PODOR,SALDE,GALOYA TOUCOULEUR,SALDE,.07723432,.00031916314,3.7789185,"salde, mboumba, galoya toucouleur, pete, walalde",saint louis,podor,"salde, mboumba, galoya toucouleur, pete, walalde",.73908621,3.9664321,1.5203589,.2360712,.18992025,.12827547,.6818043,.24147052,.14406011,.0051273378,.092173383,.14181885,.21400918,.0019372978,.016424362,.4063068,-.42894346,-.57791132,-1.2331307,1,1,1,4,7,Matched (3)
458,SAINT LOUIS,PODOR,SALDE,MBOLO BIRANE,SALDE,2.3412535,.098375246,1166.1416,"salde, mboumba, galoya toucouleur, pete, walalde",saint louis,podor,"salde, mboumba, galoya toucouleur, pete, walalde",.73908621,3.9664321,1.5203589,.2360712,.18992025,.12827547,.6818043,.24147052,.14406011,.0051273378,.092173383,.14181885,.21400918,.0019372978,.016424362,.4063068,-.42894346,-.57791132,-1.2331307,1,1,1,4,7,Matched (3)
465,KOLDA,KOLDA,SARE BIDJI,THIETTY,SARE BIDJI,.57755113,.016581196,198.9994,"sare bidji, kolda",kolda,kolda,"sare bidji, kolda",.82431489,3.560559,3.7956171,.42034781,.28295049,.08635921,.63069028,.20858437,.22393145,.0054282788,.062917747,.091933124,.33218011,.0010247867,.010851149,-1.0254415,1.1904906,3.404947,.13967632,3,3,5,3,2,Matched (3)
466,KOLDA,KOLDA,SARE BIDJI,SARE BIDJI,SARE BIDJI,.88905078,.027390625,328.84543,"sare bidji, kolda",kolda,kolda,"sare bidji, kolda",.82431489,3.560559,3.7956171,.42034781,.28295049,.08635921,.63069028,.20858437,.22393145,.0054282788,.062917747,.091933124,.33218011,.0010247867,.010851149,-1.0254415,1.1904906,3.404947,.13967632,3,3,5,3,2,Matched (3)
6,KOLDA,KOLDA,KOLDA,KOLDA,,.20230001,.0023249909,27.915548,"sare bidji, kolda",kolda,kolda,"sare bidji, kolda",.82431489,3.560559,3.7956171,.42034781,.28295049,.08635921,.63069028,.20858437,.22393145,.0054282788,.062917747,.091933124,.33218011,.0010247867,.010851149,-1.0254415,1.1904906,3.404947,.13967632,3,3,5,3,2,Matched (3)
472,KOLDA,VELINGARA,SARE COLY SALLE,SARE COLY SALLE,SARE COLY SALLE,.79157394,.028130425,337.50562,"sare coly salle, kounkane, velingara, diaoube-kabendou",kolda,velingara,"sare coly salle, kounkane, velingara, diaoube-kabendou",.79631943,3.5967193,2.1137633,.24145554,.27952746,.13952672,.58094585,.22025958,.21795885,.0046158261,.1041788,.11634757,.24455309,.0052310755,.0142218,-.89788353,-.0065829009,-.461537,.089164071,2,2,1,1,7,Matched (3)
532,MATAM,RANEROU FERLO,VELINGARA,LOUGRE THIOLY,VELINGARA,1.3822136,.09300103,1103.6693,"sare coly salle, kounkane, velingara, diaoube-kabendou",kolda,velingara,"sare coly salle, kounkane, velingara, diaoube-kabendou",.79631943,3.5967193,2.1137633,.24145554,.27952746,.13952672,.58094585,.22025958,.21795885,.0046158261,.1041788,.11634757,.24455309,.0052310755,.0142218,-.89788353,-.0065829009,-.461537,.089164071,2,2,1,1,7,Matched (3)
468,KOLDA,VELINGARA,SARE COLY SALLE,DIAOBE KABENDOU,SARE COLY SALLE,.28971559,.0043691401,52.455456,"sare coly salle, kounkane, velingara, diaoube-kabendou",kolda,velingara,"sare coly salle, kounkane, velingara, diaoube-kabendou",.79631943,3.5967193,2.1137633,.24145554,.27952746,.13952672,.58094585,.22025958,.21795885,.0046158261,.1041788,.11634757,.24455309,.0052310755,.0142218,-.89788353,-.0065829009,-.461537,.089164071,2,2,1,1,7,Matched (3)
467,KOLDA,VELINGARA,SARE COLY SALLE,KOUNKANE,SARE COLY SALLE,.32120004,.0037286263,44.762222,"sare coly salle, kounkane, velingara, diaoube-kabendou",kolda,velingara,"sare coly salle, kounkane, velingara, diaoube-kabendou",.79631943,3.5967193,2.1137633,.24145554,.27952746,.13952672,.58094585,.22025958,.21795885,.0046158261,.1041788,.11634757,.24455309,.0052310755,.0142218,-.89788353,-.0065829009,-.461537,.089164071,2,2,1,1,7,Matched (3)
470,KOLDA,VELINGARA,SARE COLY SALLE,KANDIAYE,SARE COLY SALLE,1.0847955,.024786076,297.57745,"sare coly salle, kounkane, velingara, diaoube-kabendou",kolda,velingara,"sare coly salle, kounkane, velingara, diaoube-kabendou",.79631943,3.5967193,2.1137633,.24145554,.27952746,.13952672,.58094585,.22025958,.21795885,.0046158261,.1041788,.11634757,.24455309,.0052310755,.0142218,-.89788353,-.0065829009,-.461537,.089164071,2,2,1,1,7,Matched (3)
534,MATAM,RANEROU FERLO,VELINGARA,VELINGARA,VELINGARA,2.6272292,.28698224,3418.1704,"sare coly salle, kounkane, velingara, diaoube-kabendou",kolda,velingara,"sare coly salle, kounkane, velingara, diaoube-kabendou",.79631943,3.5967193,2.1137633,.24145554,.27952746,.13952672,.58094585,.22025958,.21795885,.0046158261,.1041788,.11634757,.24455309,.0052310755,.0142218,-.89788353,-.0065829009,-.461537,.089164071,2,2,1,1,7,Matched (3)
533,MATAM,RANEROU FERLO,VELINGARA,OUDALAYE,VELINGARA,5.4157877,.8204937,9760.4932,"sare coly salle, kounkane, velingara, diaoube-kabendou",kolda,velingara,"sare coly salle, kounkane, velingara, diaoube-kabendou",.79631943,3.5967193,2.1137633,.24145554,.27952746,.13952672,.58094585,.22025958,.21795885,.0046158261,.1041788,.11634757,.24455309,.0052310755,.0142218,-.89788353,-.0065829009,-.461537,.089164071,2,2,1,1,7,Matched (3)
471,KOLDA,VELINGARA,SARE COLY SALLE,NEMATABA,SARE COLY SALLE,.69772607,.015261527,183.00795,"sare coly salle, kounkane, velingara, diaoube-kabendou",kolda,velingara,"sare coly salle, kounkane, velingara, diaoube-kabendou",.79631943,3.5967193,2.1137633,.24145554,.27952746,.13952672,.58094585,.22025958,.21795885,.0046158261,.1041788,.11634757,.24455309,.0052310755,.0142218,-.89788353,-.0065829009,-.461537,.089164071,2,2,1,1,7,Matched (3)
469,KOLDA,VELINGARA,SARE COLY SALLE,KANDIA,SARE COLY SALLE,.81665206,.034310017,411.57663,"sare coly salle, kounkane, velingara, diaoube-kabendou",kolda,velingara,"sare coly salle, kounkane, velingara, diaoube-kabendou",.79631943,3.5967193,2.1137633,.24145554,.27952746,.13952672,.58094585,.22025958,.21795885,.0046158261,.1041788,.11634757,.24455309,.0052310755,.0142218,-.89788353,-.0065829009,-.461537,.089164071,2,2,1,1,7,Matched (3)
475,THIES,MBOUR,SESSENE,SANDIARA,SESSENE,.49937239,.014098422,168.19888,"sessene, joal-fadiouth, thiadiaye",thies,m'bour,"sessene, joal-fadiouth, thiadiaye",.78320467,4.1859407,2.5417392,.23179325,.26389983,.09391769,.64218247,.20341486,.21021868,.002992196,.071821243,.12251078,.28169557,.0043726186,.013766107,1.1806405,.29803252,-.67037261,-.14144598,1,4,2,2,6,Matched (3)
