fid,2021-01_prec,2021-02_prec,2021-03_prec,2021-04_prec,2021-05_prec,2021-06_prec,2021-07_prec,2021-08_prec,2021-09_prec,2021-10_prec,2021-11_prec,2021-12_prec,2022-01_prec,2022-02_prec,2022-03_prec,2022-04_prec,2022-05_prec,2022-06_prec,2022-07_prec,2022-08_prec,2022-09_prec,2022-10_prec,2022-11_prec,2022-12_prec,2023-01_prec,2023-02_prec,2023-03_prec,2023-04_prec,2023-05_prec,2023-06_prec,2023-07_prec,2023-08_prec,2023-09_prec,2023-10_prec,2023-11_prec,2023-12_prec,2024-01_prec,2024-02_prec,2024-03_prec,2024-04_prec,2024-05_prec,2024-06_prec,2024-07_prec,2024-08_prec,2024-09_prec,2024-10_prec,2024-11_prec,2024-12_prec
263,0.647301793,5.635050774,0.173166066,1.005456924,95.41973114,2759.931885,5312.714355,6787.733887,6194.210938,2981.741699,54.13945007,0.0,0.0,0.0,2.491327047,0.0,1280.517456,4000.833984,3833.080078,5529.085938,6500.458008,3263.773438,15.27701569,4.469542503,0.529690266,0.056756698,0.001356076,4.859414101,605.8067627,4475.530273,6383.464355,5735.075195,5516.541016,2150.508301,0.0,3.868749142,0.126611799,1.613230586,0.015734933,0.0,498.3372803,969.9182129,5360.676758,6672.855469,7717.600586,4128.768066,32.12949753,19.30678558
264,2.937847137,9.248785973,0.468065679,5.49185276,107.6702271,2989.823486,6380.936523,8757.566406,8004.201172,3306.987793,61.51128006,0.0,0.0,0.006605793,1.25808382,3.833029747,1395.887695,4998.875,4675.854004,6943.40625,8223.131836,3589.570068,27.21537209,1.3622545,1.085176706,0.050583884,0.078716785,12.09438133,747.8416748,4983.27002,6576.877441,6909.272949,6634.943359,2325.670898,0.0,1.121198177,0.929620326,1.685724974,0.013669023,4.283698082,573.5813599,749.7640381,6011.102539,8268.398438,7609.313477,3788.902344,32.89509201,19.15394592
265,0.08047922,3.290601254,0.056089856,0.65816474,7.450569153,1142.953369,2213.669434,3098.797363,2515.464355,1173.411255,15.49309254,0.0,0.001081292,0.0,0.759256959,0.0,415.3116455,1412.962036,1823.040527,2025.250488,2590.604736,1429.334839,10.47003174,3.408267498,0.326728314,0.0,0.008794245,1.48983252,237.7329102,1849.467773,2987.817139,2280.214844,2275.137207,803.5281982,0.0,2.784119368,0.016633295,0.280439109,0.002182726,0.0,238.53508,456.7007446,2489.557129,2664.547852,3534.189453,1786.582764,13.89677525,9.927438736
266,0.453706205,0.204132318,0.0,0.0,0.0,135.4314728,158.9268799,695.5321655,303.0071411,101.336319,1.89670372,0.0,0.397839993,0.0,0.049217857,0.0,42.72157669,153.0116882,207.739151,291.083313,343.2658691,230.0498047,5.83165741,0.230806202,0.614432812,0.0,0.005791924,0.056482598,24.81543732,217.6618347,261.0867004,482.668335,303.4133911,58.0856781,0.0,0.683946371,0.005554771,0.066136956,0.0,0.0,21.86220741,42.80813217,227.4321747,386.1474915,512.1213989,261.6308594,0.0,2.841963768
267,1.216148138,1.138736129,0.0,0.0,0.001231631,9.083514214,15.74336815,385.5793457,132.7362976,27.83895111,0.0,1.394127965,0.473908067,0.506937623,0.0,0.0,0.114727639,26.20681,159.3781128,188.6000061,243.2824249,57.57239532,1.525125861,0.0,2.216480255,0.127563328,0.005698765,0.0,0.735963523,3.148008347,69.28599548,227.0461884,203.22229,38.27025604,0.0,0.102781542,0.013214981,0.493888617,0.0,0.0,1.693831682,2.413170338,75.32054138,107.6284103,157.4203339,55.17901611,2.931883812,4.035096169
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,0.076385513,2.263022184,0.0,0.251327366,15.00831127,2216.936523,5505.959961,7651.192871,5311.975586,2319.147949,46.53568649,0.0,0.0,0.0,0.256311387,0.021332137,1086.779541,3460.481934,3553.357422,6568.162109,5848.21875,3873.406738,29.50705719,11.13232613,0.746735096,0.0,0.009971722,15.51587009,359.132782,3415.111084,6566.674805,5740.186523,4751.555664,2189.823242,6.887688637,8.712955475,0.0,0.527032673,0.063181333,0.021369386,608.0362549,1767.178223,5593.938477,5012.713379,7771.563477,4992.184082,2.854696274,50.92485809
270,0.0,0.850793719,0.0,1.006934881,4.899339676,1339.858887,3349.39502,4627.662109,3401.095703,1450.470093,29.2281971,0.0,0.0,0.002181546,0.086879261,0.448822021,627.6557617,2236.947266,2060.807129,3967.038818,4144.482422,2468.383301,8.841680527,12.81194782,0.681238532,0.0,0.0,20.34018326,246.3839111,1964.0177,3623.829102,3265.853516,2972.620117,1472.17688,3.664388418,9.420873642,0.0,0.054817367,0.128494263,0.449877739,368.6607056,1022.624512,3493.828613,3026.749268,4959.054688,3177.590332,5.378232956,41.41968918
271,0.0,0.094318546,0.0,0.0,0.0,121.8868027,288.6684265,380.5071411,297.8040161,139.0083923,2.211935759,0.0,0.0,0.0,0.0,0.0,51.35015869,190.3677063,183.6530151,313.0458984,322.5811768,201.4279785,1.232499957,0.549245477,0.029340688,0.0,0.0,0.838985562,19.00368881,189.3938293,338.0812988,245.6868439,267.288269,129.2563477,0.0,0.448711365,0.0,0.0,0.0,0.0,30.01640701,96.76521301,312.8342285,289.7615356,428.7284546,261.9228821,0.0,2.552743435
272,0.021590676,1.092701197,0.0,0.959546208,25.85376549,2015.477783,4743.51709,6450.94043,5131.838867,2146.872559,41.31266785,0.0,0.0,0.0,0.00346112,0.018451951,879.6446533,3189.465332,3080.69043,5482.32666,5284.958984,3281.109375,22.89834213,8.798794746,0.418266773,0.0,0.0,19.69642258,319.0021667,3240.613281,5528.517578,4254.558594,4428.457031,2138.475342,1.726398706,6.44438076,0.0,0.341448724,0.092162095,0.018574912,499.3829956,1634.773315,5106.966797,4820.375,6857.469238,4301.105469,2.652947903,38.84712982
273,0.056120064,0.901996732,0.0,2.005017757,10.4238081,1340.604004,3093.664307,4587.79541,3847.39917,1548.379028,26.38617325,0.0,0.0,0.0,0.007974787,0.091615021,642.8071289,2336.452881,1971.715576,4138.572266,3914.270508,2293.550537,3.266507149,8.349344254,0.355023414,0.0,0.0,21.63138771,237.7802429,2238.970703,3523.575684,2984.821777,3326.4021,1644.835205,4.493401527,6.499443054,0.0,0.156778917,0.118363,0.092358679,366.520752,1061.713501,3444.449463,3581.025146,5220.550293,3217.147217,2.18378973,34.17903519
274,0.261855811,0.915930092,0.0,1.778797865,6.108032703,972.5580444,2131.741211,3226.593262,2791.291504,1086.592773,18.63074875,0.0,0.003212338,0.0,0.056855552,0.510972798,478.2994385,1722.928223,1323.237061,2938.152344,2742.348389,1707.429688,7.914110184,4.625948429,0.167733535,0.0,0.0,18.86449623,169.9648438,1566.752441,2396.260254,2088.126465,2454.494141,1198.618652,5.385757446,3.86555171,0.0,0.401468992,0.097509354,0.520276248,258.9544067,731.741272,2365.165039,2617.271973,3706.044434,2302.963379,2.535495043,21.01541519
275,0.08998134,0.112442106,0.0,0.0,2.541603565,86.76676941,211.2846375,406.7426147,331.5617065,77.99562073,2.466145992,0.0,0.0,0.0,0.006551238,0.0,57.98296738,134.897522,268.6976929,409.2731323,323.1453552,197.1082153,0.093397848,0.409329325,0.118650913,0.0,0.0,0.0,12.4878931,120.6088562,281.535553,444.2167969,263.6318665,128.8667908,0.0,0.436439902,0.0,0.019825002,0.0,0.0,23.7724781,63.36736298,428.1618042,276.8074646,466.1596069,233.8295898,0.0,2.086584568
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,1.277973771,0.411415666,0.0,0.0,0.0,147.0419922,261.2047729,1050.763428,356.8693848,198.9591217,0.0,0.0,0.780509651,0.006870727,0.030935057,0.0,71.11503601,238.7848511,522.2103882,643.7727661,679.5250854,249.1681213,6.619237423,0.0,0.911724687,0.042698909,0.007980589,0.016386278,21.8045063,129.8093567,446.8300781,776.9639893,576.9702148,132.5230255,0.0,1.373573184,0.0,0.068242259,0.0,0.0,14.00100899,61.03091431,476.125885,510.9406738,754.6431885,357.1419678,0.0,4.630283833
278,1.632529736,0.523535848,0.0048498,0.0,0.001475736,208.0167542,383.6056213,1438.449219,513.9735107,253.6821136,0.0,0.308626026,1.046380401,0.028693067,0.035514466,0.0,103.6446838,313.6244507,745.5826416,883.291626,918.8152466,423.808136,10.61219025,0.0,1.233881235,0.049874306,0.008369212,0.058628015,36.01630783,247.0716095,665.4221802,1108.543457,755.4310303,161.559845,0.0,2.053509474,0.09690994,0.100797743,0.0,0.0,19.34171486,82.587677,699.3372192,742.8619995,989.8378906,582.2310181,0.0,7.105910301
279,3.59626627,1.409583092,0.024093056,0.0,0.0,439.8226929,723.2545776,2684.29834,916.5424805,384.2418213,0.0,0.170370907,3.34510994,0.073548622,0.236838847,0.0,189.1418762,570.1778564,1070.388916,1415.796753,1669.065186,645.9324341,19.39305305,0.0,2.750359535,0.19290185,0.002798263,0.338266313,64.60422516,417.063446,1218.601807,1934.578369,1465.207275,308.1899414,0.0,3.315907955,0.049280081,0.51014328,0.0,0.0,38.38431549,138.3264465,1218.199463,1146.503662,1965.207642,1012.203369,0.0,10.02186298
280,2.708429337,1.010227203,0.097528234,0.0,0.0,358.7585449,651.4833984,2154.909424,817.5108643,335.8895874,0.0,0.163213193,1.87813592,0.012307273,0.133611634,0.0,166.6112671,505.4155884,995.6561279,1183.265137,1384.034546,624.1612549,18.66576004,0.0,2.294360638,0.101233952,0.011881639,0.497950733,57.88090515,428.7816162,1006.149048,1575.872925,1167.165527,195.2153625,0.0,3.221668243,0.455792427,0.395495534,0.0,0.0,30.55689812,128.1456299,1067.462646,990.4949951,1436.5802,854.7880859,0.970792532,9.439259529
281,1.820698619,1.24989748,0.0,0.0,0.0,14.76529884,2.40982461,362.0240173,80.48013306,21.22084618,0.0,0.785129189,1.022451878,0.16022855,0.0,0.0,0.128883764,32.22066498,69.97466278,217.6083527,171.1602936,9.71506691,0.245520696,0.0,0.678196609,0.326048255,0.031166937,0.0,0.391416192,0.434415132,280.100647,206.6434631,86.26158142,25.4136219,0.0,0.374059051,0.249910891,0.0,0.0,0.0,0.116243534,0.0,171.3027344,85.28514099,89.70911407,30.88367462,0.204014435,0.764498472
282,11.06101513,11.60095024,0.0,0.001000456,0.0,155.598938,31.83377075,3254.455322,797.1357422,219.6555328,0.0,7.036293983,8.039432526,3.039312363,0.0,0.0,3.992336988,368.4093323,935.529541,2079.686523,1554.573486,96.56706238,1.200239062,0.0,6.541806221,3.794436932,0.304282188,0.080529593,8.420938492,14.57105255,2607.567383,2034.032959,717.310791,373.8192444,0.0,1.265978575,1.28052783,0.0,0.0,0.0,7.211953163,3.34831214,1352.300537,783.1655884,987.6738281,314.0688782,6.275324821,7.005111694
283,37.66172791,41.33990097,0.0,0.0,0.0,759.0805664,18.50674057,11290.02539,2940.303467,987.0463867,0.0,18.03467178,19.88324165,2.1378479,0.002894357,0.0,31.63680267,1138.851807,3110.593262,7128.367188,4778.558594,777.3439941,19.94107819,0.0,20.98133659,9.011017799,0.874432385,0.6942904,65.32781219,200.983429,7643.556641,6983.188477,2785.737305,1631.086182,0.0,6.776974678,5.856285095,2.35583663,0.0,0.0,74.23020172,223.2129211,3686.44165,3111.431152,4261.662109,1213.711182,46.10639572,23.95598221
284,0.426057756,0.565144658,0.0,0.0,0.0,5.551278114,0.0,173.9533234,49.07641602,15.84683609,0.0,0.419188619,0.671617568,0.0,0.0,0.0,0.0,20.0642128,50.61161041,128.8182983,93.56989288,5.836420059,0.0,0.0,0.423522413,0.113544405,0.027987041,0.020621866,0.413688093,1.652305841,131.8165436,105.9750214,42.99536514,14.98906708,0.0,0.117888115,0.182509959,0.0,0.0,0.0,0.389580011,0.0,80.45926666,40.23691559,56.55181122,18.11836433,0.0,0.366898775
285,1.296622276,1.488875031,0.0,0.0,0.0,73.09465027,18.01774597,789.265564,355.5020447,87.64707184,0.0,0.853114545,0.833722651,0.067437761,0.0,0.0,2.043665409,67.85860443,244.5715942,557.461853,319.016449,70.28793335,6.005420685,0.0,2.113511562,0.024349364,0.066094629,0.18101199,5.394386292,15.89128494,310.0635681,751.0454712,314.260498,153.4619598,0.0,0.498833418,0.184866741,0.940061688,0.0,0.0,2.565319061,0.0,176.5739136,183.6166687,354.3274536,154.55896,3.468630791,2.61136961
286,4.482125759,4.927802086,0.012857725,0.0,2.388752222,225.1270447,85.63027191,2257.276123,877.0558472,261.9117737,0.0,1.742269278,2.892444372,0.095266901,0.0,0.0,16.09376526,168.840683,778.8405151,1317.361816,944.4766235,174.0227356,15.37686253,0.0,4.597371101,0.257863164,0.169436842,0.054201804,9.696594238,62.23617554,966.824585,1930.405884,834.0235596,353.9017944,0.0,1.366366744,1.012511253,2.482905865,0.0,0.0,10.41152763,0.980859458,564.0704346,545.612915,961.6561279,458.844635,19.53990555,4.305266857
287,4.88347578,4.595967293,0.0,0.0,0.0,181.8279114,40.50198364,1914.657227,688.8010254,176.4151611,0.0,1.766615868,0.569785953,0.057764307,0.0,0.0,3.236142159,174.4500275,575.6169434,1514.924561,859.3955078,148.1743011,14.35163498,0.0,5.5566082,0.313829184,0.161938205,0.235954493,12.09159851,37.99507904,810.2424316,1946.263428,780.2928467,329.0671082,0.0,1.294953108,1.258082628,1.323165894,0.0,0.0,9.109594345,2.382110834,349.4093018,478.2259216,865.3947754,336.9626465,15.24434471,6.202390194
288,6.110816956,4.201116562,0.002070079,0.0,0.0,212.3323059,44.34655762,1979.92334,680.3787231,184.5371857,0.0,1.349235773,1.675096035,0.065334372,0.002069809,0.0,5.484229565,149.3253174,614.4502563,1294.807861,904.5943604,136.8137207,12.78695202,0.0,4.691112041,0.73214519,0.125774622,0.086723991,9.463643074,32.48667145,896.3408203,1812.100586,757.4533691,265.3520813,0.0,0.660847485,1.37390697,0.999299169,0.0,0.0,6.396050453,3.62570715,376.8232117,507.0722351,849.8563843,359.232605,17.34386635,3.777673244
289,1.421094537,0.647684097,0.0,0.0,0.0,20.5494194,60.50822449,371.3693237,134.4114075,44.99730682,0.0,0.022371376,0.452154219,0.165095389,0.0,0.0,4.84091568,49.58918762,231.9360046,246.5517426,248.5261841,65.22432709,1.282892466,0.0,1.336615801,0.011690404,0.007558121,0.0,5.076443672,5.996714592,156.1797485,248.137146,271.1336975,47.29608154,0.0,0.63583684,0.0,0.322219491,0.0,0.0,0.984566808,13.31166267,168.0056152,156.7993164,221.2581787,89.98872375,0.131483823,2.672534466
290,0.928741336,0.648396134,0.005802493,0.0,0.0,406.3044434,776.8026123,1619.302368,892.0374146,295.7922974,5.183198929,0.0,0.492731422,0.0,0.041229114,0.0,187.9380188,547.182251,1040.459229,1069.744141,1239.441895,542.3770752,11.67401886,0.860715747,1.163819075,0.0,0.004069422,0.0,62.20500565,742.9481201,1047.549072,1018.122559,1070.579712,210.4962616,0.0,1.674679041,0.590528548,0.185461044,0.0,0.0,65.25844574,154.2571564,1130.344238,1089.714478,1246.30542,655.8013306,6.174224377,8.579109192
291,0.696300924,0.702456057,0.071699858,0.001156504,0.0,674.8669434,1210.045898,2493.800293,1550.587891,451.429718,11.9664793,0.0,0.183089733,0.01220292,0.139610559,0.0,316.2071838,851.6652832,1626.393799,1958.07312,2003.229736,939.1901245,18.78847313,1.386570096,1.07873559,0.0,0.029415518,0.001155092,107.0677643,1196.912598,1671.717407,1618.079102,1813.17981,341.8167114,0.0,2.530189514,0.074107304,0.077570327,0.009914231,0.0,114.0131531,281.7094116,1687.245361,1658.158813,2192.615723,1084.98291,8.609458923,13.25339699
292,0.868784189,0.782901525,0.023423981,0.0,0.0,448.8095703,920.6202393,1722.101563,1009.537659,350.9738464,12.65036583,0.0,0.229702547,0.009200786,0.144487455,0.0,199.0796509,587.2695313,1165.260254,1175.250977,1340.039063,636.696167,20.43667984,0.538825274,1.039350986,0.0,0.018247094,0.0,75.13937378,770.3601074,1181.055298,1068.637329,1266.827148,244.8549194,0.0,0.767276347,0.42819187,0.073176466,0.00462357,0.0,80.65061951,152.988678,1289.457764,1156.507813,1501.916748,745.5725098,8.969326019,8.336905479
293,0.649430037,1.125856638,0.0,0.0,0.0,16.03604126,12.12249565,328.7457275,97.96775818,21.59440422,0.0,0.759638131,0.568541169,0.441884488,0.0,0.0,1.865933061,20.76481247,101.4162903,182.6184692,138.5217285,29.4948597,1.781968355,0.0,1.75004077,0.166842341,0.027389212,0.080727175,0.7379632,2.533327579,128.3841553,235.8417053,132.8465118,26.78941345,0.0,0.137859493,0.525537491,0.662383318,0.0,0.0,0.206687331,4.543501377,69.59673309,103.0379105,110.8149948,45.48641586,1.617746711,2.279336214
294,16.7120266,22.6218071,0.005654385,0.0,0.0,430.7077637,293.2828064,7134.024414,2243.854004,646.9222412,0.0,13.73645115,10.17063522,4.046723366,0.0,0.0,38.64901733,393.4162598,2533.759033,4349.771973,3317.979004,732.9613647,44.29708862,0.0,38.75349426,1.349017859,0.428526074,1.113828659,17.20034599,81.07991791,2912.905762,5226.65332,2820.092773,665.1094971,0.0,4.882090569,4.070730209,9.38658905,0.0,0.0,3.007363558,68.65353394,1586.203125,2214.564941,2763.80249,1076.208496,38.76150894,50.00154114
295,6.955256462,10.27610397,0.0,0.0,0.0,306.0270996,229.0966492,3518.81665,1014.406128,363.6811523,0.0,6.889626503,3.90117836,2.123487234,0.0,0.0,35.38636017,293.8908997,1427.371094,2110.442871,1714.173706,484.6873169,18.09041595,0.0,18.13319016,0.0,0.121930532,0.877379894,11.58541203,58.4209938,1822.019287,2583.962402,1286.767578,381.4092102,0.0,4.021627426,0.560574591,5.365764618,0.0,0.0,0.899238706,64.63612366,929.3535156,1196.151611,1322.019287,575.571167,25.17534637,21.337677
296,2.467094898,2.6861763,0.001500813,0.0,0.0,68.19439697,61.43704605,1048.495361,280.0356445,90.53511047,0.0,2.244978428,0.885524511,1.012146711,0.0,0.0,8.690685272,85.43232727,510.6254883,523.0697632,486.1385498,150.7141113,7.282105446,0.0,5.293612003,0.147191569,0.020051725,0.485284567,2.573109627,12.98427773,455.7688904,676.9920044,492.2962646,92.78909302,0.0,1.247359514,0.68729049,1.741479158,0.0,0.0,0.235348225,15.49815178,260.0812988,342.8220215,372.9284973,155.7382355,3.205735922,7.371098042
297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,3.332203388,5.220956802,0.026693668,0.0,0.174404994,229.5383453,227.1928711,2464.790039,707.3682861,258.5761108,0.0,5.018788338,0.905579209,1.718286037,0.0,0.0,34.67929077,260.0971375,1048.710083,1363.234863,1260.889038,322.6290894,9.997953415,0.0,7.794401646,0.010732058,0.030308526,0.138659626,11.41391373,50.91973114,1348.553955,1784.776978,1151.355225,341.4703369,0.0,3.719928265,0.330615103,3.674172163,0.0,0.0,2.686166286,51.69232559,735.1681519,867.7957764,1086.933472,524.9846191,19.552948,14.24062157
299,5.465916634,5.59473753,0.005314578,0.0,0.953711867,244.7935944,180.5407104,2639.613281,728.2442627,277.0455322,0.0,4.398669243,2.199921608,0.90644896,0.0,0.0,35.69093704,278.8861389,947.4248047,1528.426025,1194.231689,286.5043335,11.7430954,0.0,7.992941856,0.188585222,0.125862807,0.212208241,18.82181168,67.25869751,1284.503296,1950.32959,1046.169678,319.6716919,0.0,3.619044781,1.039755106,3.340361834,0.0,0.0,1.952818155,32.12398529,682.5847778,816.4508057,1017.651123,434.3341064,8.93608284,12.39962959
300,4.966875553,3.248762608,0.0,0.0,0.270616531,151.0732574,115.9107819,1588.646851,419.3437805,179.500473,0.0,2.489753723,1.50969243,1.313388944,0.0,0.0,22.09297943,186.2714844,532.8984375,936.7320557,699.9356689,138.362793,5.747024536,0.0,3.695225716,0.543051839,0.060578555,0.062786832,12.22861195,55.86529541,761.885376,1180.674316,613.7542725,203.5310364,0.0,2.032284737,0.857812166,1.69016242,0.0,0.0,3.64134264,8.810519218,435.980896,501.3571472,628.5341187,303.3531799,6.830145359,7.049433231
301,2.194854736,7.108699322,0.412170827,37.4301796,416.4038696,20289.98438,33254.50781,79310.63281,46902.76953,24119.58203,21.24856186,0.068522722,0.116702631,0.0,1.004381299,10.14613247,10786.31348,36394.73438,36847.41406,53005.92969,46243.53516,24112.85938,104.2976532,8.099487305,0.498854846,0.145476237,0.136918232,122.9314728,4544.658203,36742.60938,48432.65625,48985.49219,56813.0,20338.65234,36.31602859,11.94087219,1.806939363,2.012565613,1.675651312,11.80990601,6431.535645,19789.46289,46258.53125,63296.21094,59532.44141,39835.94531,68.0512085,156.9369202
302,2.833220005,5.270726204,0.583965421,15.08836937,11.19942665,3748.436523,8801.986328,14376.99414,12057.47168,4506.291992,80.13314819,0.0,0.00602456,0.0,0.904024184,8.986782074,2087.084717,8037.068359,6839.202637,11057.92969,11301.17578,5335.052246,35.51478195,0.961230755,1.121297836,0.143329039,0.853227735,18.58452606,915.6985474,7158.951172,10223.10742,10319.0957,10597.95898,3982.153076,4.308225632,1.059810519,1.228955746,3.891274691,1.077507496,9.980117798,1084.910034,2796.020508,10440.37207,14501.23047,12191.21875,6192.443359,29.08425903,27.29607582
303,2.265431881,4.046788692,0.443911999,10.65332603,24.22636223,2597.088379,5735.81543,8510.6875,7205.86084,2912.398682,63.72924423,0.0,0.0,0.0,0.844595432,10.07184601,1254.22168,4763.9375,4140.806641,6872.207031,7300.668457,3387.112061,27.73579025,0.355323881,0.625311852,0.027039919,0.272563666,12.72563648,689.1223755,4223.640625,5691.135254,6258.231934,6318.969727,2496.504395,0.0,0.588655472,0.90898478,2.988427639,0.333257198,11.24904537,636.9796143,1087.894043,5917.731934,8143.185547,6846.458008,3292.818115,27.78732491,15.41552162
304,3.203287363,11.45865059,0.043209527,0.004060732,0.159892499,3240.485107,4811.833496,10397.7373,5408.19043,1926.978027,40.37666702,0.0,8.018917084,0.152096838,1.249918938,0.0,770.781311,2937.217041,5931.081055,4155.938965,8303.951172,3943.203613,85.42934418,0.423878491,11.36569977,0.378338933,0.239631027,0.916657865,484.5661011,3098.609375,6905.084961,8465.74707,5439.038086,1245.197754,0.0,13.02012825,1.264102697,1.2843014,0.0,0.0,380.8180237,605.809082,7022.152344,4949.59668,8679.739258,4267.838867,0.187952638,50.49889755
305,0.813632905,3.409351587,0.006410313,0.0,0.401620001,992.578064,1614.672852,3448.09082,1832.913574,778.1326294,17.27217865,0.0,0.595533133,0.0,0.559159458,0.0,300.4915771,1028.43335,1846.367554,1779.752075,2484.77124,1324.342041,44.47827148,2.752197027,2.281548262,0.0,0.004387726,1.061483264,185.9669037,1530.650879,2279.563965,2587.118896,1852.871338,455.1083679,0.0,5.114679813,0.038632993,0.601160944,0.0,0.0,176.299881,389.5778809,2153.442871,2176.813477,3257.638428,1360.79541,0.0,16.06158066
306,1.447888613,2.991299629,0.016535632,0.002639526,1.174561739,1165.625488,1743.302002,3975.29248,2299.486816,861.7930298,17.55460358,0.0,0.593368232,0.015898502,0.567442656,0.0,373.7967834,1258.910034,1983.184082,2048.779297,2844.592773,1651.787964,39.88232422,3.10008359,2.50549984,0.0,0.019919632,0.53425777,215.8392029,1929.920288,2707.620361,2735.830811,2300.965088,594.37146,0.0,3.748972654,0.03911854,0.608023643,0.0,0.0,198.4169006,487.2822266,2517.534668,2585.495361,3738.597656,1666.660645,1.43315351,15.9002285
307,0.011638207,0.9688676,0.028580207,0.0,0.0,541.9172363,1035.705322,2727.629883,802.1401978,183.0708008,6.393141747,0.0,0.017322462,0.0,0.0,0.0,320.9963989,1037.972534,1559.431885,1905.693604,2187.351074,284.2012939,16.95973778,0.991186976,0.234334841,0.010190571,0.008514801,0.027602458,189.6148987,904.5332031,1262.104004,1972.083252,1308.095337,329.4647217,0.0,0.803578019,0.0,1.063509464,0.0,0.0,4.879469872,53.33175659,1953.221558,1687.182617,1847.591064,322.8222351,0.230201527,2.819835424
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,0.070318252,6.003689289,0.004618448,0.0,0.0,1055.841309,2381.149658,6415.670898,2349.458496,518.2131348,16.95465469,0.0,0.052436579,0.0,0.00373717,0.0,725.8786621,2631.401611,3503.380859,4560.01709,6102.681152,676.4329834,40.00557327,5.127906799,1.051584005,0.008825853,0.04067041,1.2408849,363.7758179,2006.062256,2856.615234,4537.373047,3429.487305,883.0842285,0.0,2.492127419,0.00919809,1.571810484,0.0,0.0,12.8235836,83.07797241,4386.806641,3621.593018,5011.104492,928.4572754,0.0,12.65398407
310,0.075942203,3.964823246,0.005472628,0.0,1.212690949,436.2268677,1222.848877,3071.416992,1181.779541,218.7385254,5.195705891,0.0,0.492604256,0.0,0.343870759,0.0,364.4975586,1343.673096,1762.692139,2168.245117,3112.537842,406.7491455,8.122128487,4.158788204,0.844296038,0.0,0.205906749,0.068445131,125.4450912,968.7461548,1435.280273,1924.863525,1543.965576,303.5997009,0.0,0.149301797,0.0,1.018529773,0.0,0.0,0.249966532,30.57176208,2088.84082,1549.158936,2825.317871,373.9509888,0.0,8.587742805
311,1.589485407,0.314635932,0.004375149,0.0,0.0,81.01147461,83.33950806,610.4260864,191.6116333,81.76307678,0.0,0.0,0.980317831,0.147040978,0.0,0.0,25.5226841,118.3565903,231.6022339,423.0142517,313.7380371,78.50550079,3.770541906,0.0,0.708857417,0.0,0.009515377,0.008981658,10.44734859,19.48866272,307.2676392,422.4849243,264.1355591,70.69819641,0.0,0.854066372,0.0,0.346039474,0.0,0.0,7.555093765,34.95631409,225.3168793,179.7547607,370.8318176,163.0216064,1.65870142,3.782625437
312,4.743854523,1.531975269,0.006652444,0.0,0.0,223.0720215,186.1303864,1700.899658,515.5385742,215.2081604,0.0,1.052347064,2.120279789,0.875216961,0.0,0.0,61.98062897,338.6998596,687.9743042,1068.254883,843.2901611,226.4585114,13.56405163,0.0,3.735003233,0.336229116,0.058493949,0.04058009,28.16471291,59.40530777,925.2445679,1134.758179,689.8709717,179.1851807,0.0,3.22204566,0.0,1.036153436,0.0,0.0,18.44168472,51.84390259,704.9564819,551.0864258,942.5471191,487.2737427,1.764938116,13.15540028
313,3.052643538,0.858869255,0.002128387,0.0,0.0,169.3661804,138.6020966,1193.861084,374.5914001,142.8894043,0.0,0.0,2.300990582,0.37221089,0.0,0.0,44.19049454,242.6856995,470.5900879,858.6397705,642.4749756,143.2042542,9.40174675,0.0,1.452896118,0.015591122,0.01163411,0.023441423,19.40709305,39.50743484,616.5227051,838.3687744,514.6123657,126.9275055,0.0,1.897220254,0.0,0.712244391,0.0,0.0,13.38760185,75.99755859,455.2421265,391.6950073,755.6402588,315.7780762,0.0,7.280818939
